Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 30, 2019 (Friday)",4:30 p.m.,Home,Wisconsin Lutheran,"RIPON, Wis./Prairie Field",,,,"L,0-3",Box ScoreRecap
"September 3, 2019 (Tuesday)",4:30 p.m.,Home,Marian (Wis.),"RIPON, Wis./Prairie Field",,,,"L,0-1",Box ScoreRecap
"September 7, 2019 (Saturday)",1 p.m.,Away,MSOE,"Milwaukee, Wis.",,,,"L,0-2",Box ScoreRecap
"September 8, 2019 (Sunday)",3 p.m.,Away,Rockford,"Rockford, Ill.",,,,"L,1-3",Box ScoreRecap
"September 14, 2019 (Saturday)",3:30 p.m.,Home,Illinois Tech,"RIPON, Wis./Prairie Field",,,,"L,0-6",Box ScoreRecap
"September 17, 2019 (Tuesday)",5 p.m.,Away,Edgewood,"Madison, Wis.",,,,"L,1-3",Box ScoreRecap
"September 21, 2019 (Saturday)",1 p.m.,Away,Maranatha Baptist,"Watertown, Wis.",,,,"T,1-1(2OT)",Box ScoreRecap
"September 22, 2019 (Sunday)",1 p.m.,Home,Lakeland,"RIPON, Wis.",,,,"L,2-3",Box ScoreRecap
"September 28, 2019 (Saturday)",1:30 p.m.,Home,Knox,"RIPON, Wis./Prairie Field",,,,"L,0-6",Box ScoreRecap
"September 29, 2019 (Sunday)",1:30 p.m.,Home,Illinois College,"RIPON, Wis./Prairie Field",,,,"L,2-3",Box ScoreRecap
"October 9, 2019 (Wednesday)",3:30 p.m.,Home,Lawrence,"RIPON, Wis./Prairie Field",,,,"L,1-2(OT)",Box ScoreRecap
"October 16, 2019 (Wednesday)",3:30 p.m.,Home,Finlandia,"RIPON, Wis./Prairie Field",,,,"W,2-0",Box ScoreRecap
"October 19, 2019 (Saturday)",1:30 p.m.,Away,Grinnell,"Grinnell, Iowa",,,,"L,1-6",Box ScoreRecap
"October 20, 2019 (Sunday)",1:30 p.m.,Away,Cornell (Iowa),"Mount Vernon, Iowa",,,,"L,0-2",Box ScoreRecap
"October 26, 2019 (Saturday)",1:30 p.m.,Away,Beloit,"Beloit, Wis.",,,,"L,1-2",Box ScoreRecap
"October 27, 2019 (Sunday)",2:30 p.m.,Home,Lake Forest,"RIPON, Wis./Prairie Field",,,,"L,2-5",Box ScoreRecap
"October 30, 2019 (Wednesday)",6:30 p.m.,Away,St. Norbert,De Pere. Wis.,,,,"L,0-4",Box ScoreRecap
"November 2, 2019 (Saturday)",4:30 p.m.,Home,Monmouth (Ill.),"RIPON, Wis.",,,Senior Day,"L,0-3",Box ScoreRecap
