Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 30, 2008 (Saturday)",11 am,Away,St. Olaf College,"Northfield, MN",,,,"L,0-5",
"August 31, 2008 (Sunday)",2 pm,Away,Carleton College,"Northfield, MN",,,,"L,0-2",
"September 3, 2008 (Wednesday)",5 pm,Home,Milwaukee School of Engineering,"Lake Forest, IL",,,,"L,1-3",
"September 5, 2008 (Friday)",5 pm,Home,Benedictine University,"Lake Forest, IL",,,,"W,2-0",
"September 6, 2008 (Saturday)",1 pm,Away,Knox College,"Galesburg, IL",,,,"W,6-0",
"September 13, 2008 (Saturday)",1 pm,Home,Ripon College,"Lake Forest, IL",,,,"W,2-1",
"September 20, 2008 (Saturday)",2 pm,Away,St. Norbert College,De Pere. WI,,,,"L,0-4",
"September 23, 2008 (Tuesday)",4:30 pm,Home,Concordia University Chicago,"Lake Forest, IL",,,,"W,4-0",
"September 27, 2008 (Saturday)",1 pm,Away,Lawrence University,"Appleton, WI",,,,"W,2-0",
"October 3, 2008 (Friday)",4:50 pm,Home,Carroll University,"Lake Forest, IL",,,,"L,0-2",
"October 8, 2008 (Wednesday)",4 pm,Away,University of Chicago,"Chicago, IL",,,,"L,1-2",
"October 14, 2008 (Tuesday)",4 pm,Away,Dominican University (Ill.),"River Forest, IL",,,,"T,0-0(2OT)",
"October 16, 2008 (Thursday)",4 pm,Home,Concordia University Wisconsin,"Lake Forest, IL",,,,"L,0-2",
"October 19, 2008 (Sunday)",12 pm,Home,Carthage College,"Lake Forest, IL",,,,"L,0-4",
"October 25, 2008 (Saturday)",11 am,Away,Grinnell College,"Grinnell, IA",,,,"W,3-2",
"October 26, 2008 (Sunday)",1 pm,Home,Beloit College,"Lake Forest, IL",,,,"W,1-0",
"November 1, 2008 (Saturday)",12 pm,Home,Illinois College,"Lake Forest, IL",,,,"W,1-0",
"November 2, 2008 (Sunday)",12 pm,Home,Monmouth College,"Lake Forest, IL",,,,"W,3-2",
"November 7, 2008 (Friday)",11 am,Neutral,Carroll University,St. Norbert,,,Midwest Conference Tournament,"L,1-3",
