Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"February 27, 2021 (Saturday)",4 p.m.,Neutral,Crown College,"Minneapolis, Minn. / U.S. Bank Stadium",,,"W,9-1",Box ScoreRecapBox Score (PDF)
"February 27, 2021 (Saturday)",6 p.m.,Neutral,Crown College,"Minneapolis, Minn. / U.S. Bank Stadium",,,"W,13-11",Box ScoreRecapBox Score (PDF)
"March 6, 2021 (Saturday)",2 p.m.,Neutral,Elmhurst Univ.,"Carol Stream, Ill. / Pfund Stadium",,,"W,14-2",Box ScoreRecapBox Score (PDF)
"March 6, 2021 (Saturday)",5 p.m.,Away,Wheaton College (Ill.),"Carol Stream, Ill. / Pfund Stadium",,,"W,6-5",Box ScoreRecapBox Score (PDF)
"March 13, 2021 (Saturday)",Noon,Home,Wisconsin Lutheran College,"De Pere, Wis./Mel Nicks Sports Complex",,,"W,10-9",Box ScoreRecapBOX SCORE (PDF)
"March 14, 2021 (Sunday)",2:30 p.m.,Home,Marian Univ.,"De Pere, Wis./Mel Nicks Sports Complex",,,"W,6-3",Box ScoreRecapBOX SCORE (PDF)
"March 14, 2021 (Sunday)",5:30 p.m.,Home,Marian Univ.,"De Pere, Wis./Mel Nicks Sports Complex",,,"L,8-7",Box ScoreRecapBOX SCORE (PDF)
"March 19, 2021 (Friday)",1 p.m.,Home,Cornell College,"De Pere, Wis./Mel Nicks Sports Complex",,,"L,7-2",Box ScoreRecapBOX SCORE (PDF)
"March 19, 2021 (Friday)",3:30 p.m.,Home,Cornell College,"De Pere, Wis./Mel Nicks Sports Complex",,,"L,9-5",Box ScoreRecapBOX SCORE (PDF)
"March 27, 2021 (Saturday)",Noon,Away,Univ. of Chicago,"Chicago, Ill.",,,"L,2-1(8 inn.)",Box ScoreRecapBOX SCORE (PDF)
"March 27, 2021 (Saturday)",3 p.m.,Away,Univ. of Chicago,"Chicago, Ill.",,,"L,10-4",Box ScoreRecapBOX SCORE (PDF)
"April 3, 2021 (Saturday)",Noon,Away,Lawrence Univ.,"Appleton, Wis.",,,"W,7-5(10 inn.)",Box ScoreRecapBOX SCORE (PDF)
"April 3, 2021 (Saturday)",3 p.m.,Away,Lawrence Univ.,"Appleton, Wis.",,,"W,9-4",Box ScoreRecapBOX SCORE (PDF)
"April 12, 2021 (Monday)",Noon,Away,Beloit College,"Beloit, Wis.",,,"L,7-6",Box ScoreRecapBOX SCORE (PDF)
"April 12, 2021 (Monday)",3 p.m.,Away,Beloit College,"Beloit, Wis.",,,"L,9-6",Box ScoreRecapBOX SCORE (PDF)
"April 13, 2021 (Tuesday)",Noon,Home,Ripon College,"De Pere, Wis./Mel Nicks Sports Complex",,,"W,7-4",Box ScoreRecapBOX SCORE (PDF)
"April 13, 2021 (Tuesday)",3 p.m.,Home,Ripon College,"De Pere, Wis./Mel Nicks Sports Complex",,,"W,9-8(10 inn.)",Box ScoreRecapBOX SCORE (PDF)
"April 20, 2021 (Tuesday)",Noon,Away,Lawrence Univ.,"Appleton, Wis.",,,"W,14-2",Box ScoreRecapBOX SCORE (PDF)
"April 20, 2021 (Tuesday)",3 p.m.,Away,Lawrence Univ.,"Appleton, Wis.",,,"L,12-8",Box ScoreRecapBOX SCORE (PDF)
"April 24, 2021 (Saturday)",Noon,Home,Beloit College,"De Pere, Wis./Mel Nicks Sports Complex",,,"L,16-5",Box ScoreRecapBOX SCORE (PDF)
"April 24, 2021 (Saturday)",3 p.m.,Home,Beloit College,"De Pere, Wis./Mel Nicks Sports Complex",,,"L,5-4",Box ScoreRecapBOX SCORE (PDF)
"April 25, 2021 (Sunday)",Noon,Away,Beloit College,"Beloit, Wis.",,,"L,8-7",Box ScoreRecapBOX SCORE (PDF)
"April 25, 2021 (Sunday)",3 p.m.,Away,Beloit College,"Beloit, Wis.",,,"L,9-2",Box ScoreRecapBOX SCORE (PDF)
"April 28, 2021 (Wednesday)",Noon,Home,Lawrence Univ.,"De Pere, Wis./Mel Nicks Sports Complex",,,"W,4-1",Box ScoreRecapBOX SCORE (PDF)
"April 28, 2021 (Wednesday)",3 p.m.,Home,Lawrence Univ.,"De Pere, Wis./Mel Nicks Sports Complex",,,"W,10-5",Box ScoreRecapBOX SCORE (PDF)
"May 1, 2021 (Saturday)",Noon,Home,Ripon College,"De Pere, Wis./Mel Nicks Sports Complex",,,"W,15-13",Box ScoreRecapBOX SCORE (PDF)
"May 1, 2021 (Saturday)",3 p.m.,Home,Ripon College,"De Pere, Wis./Mel Nicks Sports Complex",,,"W,7-5",Box ScoreRecapBOX SCORE (PDF)
"May 2, 2021 (Sunday)",Noon,Away,Ripon College,"Ripon, Wis.",,,"W,13-1",Box ScoreRecapBOX SCORE (PDF)
"May 2, 2021 (Sunday)",3 p.m.,Away,Ripon College,"Ripon, Wis.",,,"W,9-7(10 inn.)",Box ScoreRecapBOX SCORE (PDF)
"May 8, 2021 (Saturday)",Noon,Away,Univ. of Chicago,"Chicago, Ill.",,,"L,5-2",Box ScoreRecapBox Score (PDF)
"May 8, 2021 (Saturday)",3 p.m.,Away,Univ. of Chicago,"Chicago, Ill.",,,"L,6-2",Box ScoreRecapBox Score (PDF)
"May 9, 2021 (Sunday)",Noon,Home,Univ. of Chicago,"De Pere, Wis./Mel Nicks Sports Complex",,,"L,7-2",Box ScoreRecapBox Score (PDF)
"May 9, 2021 (Sunday)",3 p.m.,Home,Univ. of Chicago,"De Pere, Wis./Mel Nicks Sports Complex",,,"L,7-6",Box ScoreRecapBox Score (PDF)
