Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"March 2, 2016 (Wednesday)",1:00 PM,Away,MacMurray College,"Jacksonville, IL/Lenz Field",,,,"L,0-1",Box ScoreRecap
"March 15, 2016 (Tuesday)",10:30 AM,Neutral,Indiana University-South Bend,"Winter Haven, FL/ Chain of Lakes Park Field #5",,,Russ Matt Central Florida Invitational,"L,8-1312 inn.",Box ScoreRecap
"March 16, 2016 (Wednesday)",1:30 PM,Neutral,Fairleigh Dickinson University-Florham Campus,"Winter Haven, FL/ Chain of Lakes Park Field #1",,,Russ Matt Central Florida Invitational,"L,9-13",Box ScoreRecap
"March 16, 2016 (Wednesday)",4:00 pm,Neutral,Fairleigh Dickinson University-Florham Campus,"Winter Haven, FL/ Chain of Lakes Park Field #1",,,Russ Matt Central Florida Invitational,"L,9-10",Box ScoreRecap
"March 17, 2016 (Thursday)",4:30 PM,Neutral,Kalamazoo College,"Auburndale, FL/ Lake Myrtle Park Field #3",,,Russ Matt Central Florida Invitational,"L,3-13",Box ScoreRecap
"March 18, 2016 (Friday)",1:00 PM,Neutral,Martin Luther College,"Auburndale, FL/ Lake Myrtle Park Field # 7",,,Russ Matt Central Florida Invitational,"W,7-5",Box ScoreRecap
"March 18, 2016 (Friday)",4:00 pm,Neutral,Martin Luther College,"Auburndale, FL/ Lake Myrtle Park Field # 7",,,Russ Matt Central Florida Invitational,"L,4-7",Box ScoreRecap
"March 19, 2016 (Saturday)",4:00 PM,Neutral,D'Youville College,"Auburndale, FL/ Lake Myrtle Park Main Park",,,Russ Matt Central Florida Invitational,Canceled,
"March 20, 2016 (Sunday)",10:00 AM,Neutral,New Paltz,"Auburndale, FL/ Lake Myrtle Park Field #2",,,Russ Matt Central Florida Invitational,"L,6-8",Box Score
"March 29, 2016 (Tuesday)",2:00 PM,Home,Robert Morris-Peoria,"Galesburg, IL/Blodgett Field",,,,"W,5-3",Box ScoreRecap
"April 2, 2016 (Saturday)",1:00 PM,Home,Beloit College,"Galesburg, IL/Blodgett Field",,,,Postponed to 4/3,
"April 2, 2016 (Saturday)",4:00 pm,Home,Beloit College,"Galesburg, IL/Blodgett Field",,,,.,
"April 3, 2016 (Sunday)",1:00 PM,Home,Beloit College,"Galesburg, IL/Blodgett Field",,,Baseball Homecoming,"L,1-14",Box ScoreRecap
"April 3, 2016 (Sunday)",4:00 pm,Home,Beloit College,"Galesburg, IL/Blodgett Field",,,Baseball Homecoming,"L,7-16",Box ScoreRecap
"April 6, 2016 (Wednesday)",2:00 PM,Home,Iowa Wesleyan College,"Galesburg, IL/Blodgett Field",,,,Canceled,
"April 7, 2016 (Thursday)",3:00 PM,Home,MacMurray College,"Galesburg, IL/Blodgett Field",,,,"L,5-12",Box ScoreRecap
"April 9, 2016 (Saturday)",11:00 AM,Home,Lawrence University,"Galesburg, IL/Blodgett Field",,,,"W,11-1",Box ScoreRecap
"April 9, 2016 (Saturday)",2:00 pm,Home,Lawrence University,"Galesburg, IL/Blodgett Field",,,,"W,4-2",Box ScoreRecap
"April 12, 2016 (Tuesday)",6:00 PM,Away,Illinois Wesleyan University,"Bloomington, IL",,,,"L,6-11",Box ScoreRecap
"April 16, 2016 (Saturday)",1:00 PM,Away,Grinnell College,"Grinnell, IA",,,,"L,0-9",Box ScoreRecap
"April 16, 2016 (Saturday)",4:00 pm,Away,Grinnell College,"Grinnell, IA",,,,"L,6-22",Box ScoreRecap
"April 17, 2016 (Sunday)",1:00 PM,Home,Grinnell College,"Galesburg, IL/Blodgett Field",,,,"L,3-14",Box ScoreRecap
"April 17, 2016 (Sunday)",4:00 pm,Home,Grinnell College,"Galesburg, IL/Blodgett Field",,,,"L,3-9",Box ScoreRecap
"April 19, 2016 (Tuesday)",3:00 PM,Home,Augustana College (IL),"Galesburg, IL/Blodgett Field",,,,Postponed,Recap
"April 20, 2016 (Wednesday)",4:00 pm,Home,Augustana College (IL),"Galesburg, IL/Blodgett Field",,,,Postponed,Recap
"April 21, 2016 (Thursday)",4:00 PM,Home,Augustana College (IL),"Galesburg, IL/Blodgett Field",,,,Postponed,Recap
"April 23, 2016 (Saturday)",12:00 PM,Away,Monmouth College,"Monmouth, IL",,,,"L,1-5",Box ScoreRecap
"April 23, 2016 (Saturday)",3:00 pm,Away,Monmouth College,"Monmouth, IL",,,,"L,12-13",Box ScoreRecap
