0,1,2,3,4,5
Grinnell College,308,294,602,26,1st
Mary Li,75,74,149,5,t-2nd
Lauren Chen,79,74,153,9,t-4th
Vidushi Keni,74,80,154,10,t-6th
Kavya Keshav,80,74,154,10,t-6th
Aubrie Torhorst,82,72,154,10,t-6th
Parker Perry,82,75,157,13,t-10th
Sara Meneses,80,79,159,15,t-17th
Lexi Mueldener,87,80,167,23,t-32nd
Zoe Robinson,79,88,167,23,t-32nd
