0,1,2,3,4,5
Grinnell College,326,319,645,69,5th
Kavya Keshav,79,77,156,12,t-10th
Vidushi Keni,82,79,161,17,t-19th
Sara Meneses,83,83,166,22,t-33rd
Amy Nguyen,82,84,166,22,t-33rd
Mary Li,90,80,170,26,t-41st
Aubrie Torhorst#,93,82,175,31,t-48th
