Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"April 1, 1988 (Friday)",,Neutral,Concordia (MN),"Sho-Me Camp, MO",,,"L,8-23",
"April 1, 1988 (Friday)",,Neutral,Concordia (MN),"Sho-Me Camp, MO",,,"L,3-23",
"April 6, 1988 (Wednesday)",,Home,SIMPSON,"Grinnell, IA",,,"L,12-18",
"April 6, 1988 (Wednesday)",,Home,SIMPSON,"Grinnell, IA",,,"L,15-17",
"April 9, 1988 (Saturday)",,Away,Coe,"Cedar Rapids, IA",,,"W,9-4",
"April 12, 1988 (Tuesday)",,Home,CORNELL,"Grinnell, IA",,,"W,5-2",
"April 16, 1988 (Saturday)",,Away,Knox,"Galesburg, IL",,,"W,11-10",
"April 16, 1988 (Saturday)",,Away,Knox,"Galesburg, IL",,,"L,6-12",
"April 24, 1988 (Sunday)",,Away,Cornell,"Mount Vernon, IA",,,"L,1-2",
"April 24, 1988 (Sunday)",,Away,Cornell,"Mount Vernon, IA",,,"L,0-3",
"April 29, 1988 (Friday)",,Away,Monmouth,"Monmouth, IL",,,"L,1-8",
"April 30, 1988 (Saturday)",,Neutral,Illinois College,"Galesburg, IL",,,"L,6-7",
"April 30, 1988 (Saturday)",,Away,Knox,"Galesburg, IL",,,"L,1-5",
"May 3, 1988 (Tuesday)",,Home,COE,"Grinnell, IA",,,"W,6-3",
"May 3, 1988 (Tuesday)",,Home,COE,"Grinnell, IA",,,"W,9-0",
"May 7, 1988 (Saturday)",,Home,ILLINOIS COLLEGE,"Grinnell, IA",,,"W,5-3",
"May 7, 1988 (Saturday)",,Home,ILLINOIS COLLEGE,"Grinnell, IA",,,"L,2-7",
"May 10, 1988 (Tuesday)",,Home,MONMOUTH,"Grinnell, IA",,,"W,4-3",
"May 10, 1988 (Tuesday)",,Home,MONMOUTH,"Grinnell, IA",,,"L,2-15",
