Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Shults, Andrew",SR-4,23.27 #,Wartburg Indoor Invite,"Feb 16, 2019",0.0
,"Ampim-Darko, Papa Kojo",SR-4,23.33 #,Midwest Conference Indoor Championships,"Feb 22, 2019",0.0
