Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"February 27, 2021 (Saturday)",5 p.m.,Neutral,Luther College,"Rochester, Minn. / RCTC Dome",,,"L,5-0",Box ScoreRecapBox Score (PDF)
"February 27, 2021 (Saturday)",7 p.m.,Neutral,Luther College,"Rochester, Minn. / RCTC Dome",,,"W,3-2",Box ScoreRecapBox Score (PDF)
"March 9, 2021 (Tuesday)",1:30 p.m.,Home,UW-Oshkosh,"De Pere, Wis./Mel Nicks Sports Complex",,,"L,4-0",Box ScoreRecapBOX SCORE (PDF)
"March 9, 2021 (Tuesday)",3:30 p.m.,Home,UW-Oshkosh,"De Pere, Wis./Mel Nicks Sports Complex",,,"L,8-0",Box ScoreRecapBOX SCORE (PDF)
"March 26, 2021 (Friday)",2:30 p.m.,Home,Lawrence Univ.,"De Pere, Wis./Mel Nicks Sports Complex",,,"W,7-1",Box ScoreRecapBOX SCORE (PDF)
"March 26, 2021 (Friday)",4:30 p.m.,Home,Lawrence Univ.,"De Pere, Wis./Mel Nicks Sports Complex",,,"W,10-5",Box ScoreRecapBOX SCORE (PDF)
"April 3, 2021 (Saturday)",Noon,Home,Beloit College,"De Pere, Wis./Mel Nicks Sports Complex",,,"W,3-0",Box ScoreRecapBOX SCORE (PDF)
"April 3, 2021 (Saturday)",2 p.m.,Home,Beloit College,"De Pere, Wis./Mel Nicks Sports Complex",,,"W,8-0",Box ScoreRecapBOX SCORE (PDF)
"April 6, 2021 (Tuesday)",3 p.m.,Away,Lake Forest College,"Lake Forest, Ill.",,,"L,12-4",Box ScoreRecapBOX SCORE (PDF)
"April 6, 2021 (Tuesday)",5 p.m.,Away,Lake Forest College,"Lake Forest, Ill.",,,"L,5-3",Box ScoreRecapBOX SCORE (PDF)
"April 14, 2021 (Wednesday)",3 p.m.,Home,Lawrence Univ.,"De Pere, Wis./Mel Nicks Sports Complex",,,"W,9-4",Box ScoreRecapBOX SCORE (PDF)
"April 14, 2021 (Wednesday)",5 p.m.,Home,Lawrence Univ.,"De Pere, Wis./Mel Nicks Sports Complex",,,"L,6-5",Box ScoreRecapBOX SCORE (PDF)
"April 17, 2021 (Saturday)",1 p.m.,Away,Beloit College,"Beloit, Wis.",,,"W,3-2",Box ScoreRecapBOX SCORE (PDF)
"April 17, 2021 (Saturday)",3 p.m.,Away,Beloit College,"Beloit, Wis.",,,"W,8-2",Box ScoreRecapBOX SCORE (PDF)
"April 18, 2021 (Sunday)",1 p.m.,Home,Lake Forest College,"De Pere, Wis./Mel Nicks Sports Complex",,,"W,3-2",Box ScoreRecapBOX SCORE (PDF)
"April 18, 2021 (Sunday)",3 p.m.,Home,Lake Forest College,"De Pere, Wis./Mel Nicks Sports Complex",,,"L,14-5",Box ScoreRecapBOX SCORE (PDF)
"April 22, 2021 (Thursday)",3 p.m.,Away,Lawrence Univ.,"Appleton, Wis.",,,"W,7-0",Box ScoreRecapBOX SCORE (PDF)
"April 22, 2021 (Thursday)",5 p.m.,Away,Lawrence Univ.,"Appleton, Wis.",,,"W,10-2",Box ScoreRecapBOX SCORE (PDF)
"April 25, 2021 (Sunday)",3 p.m.,Home,Ripon College,"De Pere, Wis./Mel Nicks Sports Complex",,,"W,6-3",Box ScoreRecapBOX SCORE (PDF)
"April 25, 2021 (Sunday)",5 p.m.,Home,Ripon College,"De Pere, Wis./Mel Nicks Sports Complex",,,"W,12-3",Box ScoreRecapBOX SCORE (PDF)
"April 29, 2021 (Thursday)",3 p.m.,Away,Ripon College,"Ripon, Wis.",,,"W,11-10",Box ScoreRecapBOX SCORE (PDF)
"April 29, 2021 (Thursday)",5 p.m.,Away,Ripon College,"Ripon, Wis.",,,"W,16-8",Box ScoreRecapBOX SCORE (PDF)
"May 1, 2021 (Saturday)",Noon,Home,Beloit College,"De Pere, Wis./Mel Nicks Sports Complex",,,"W,11-0",Box ScoreRecapBOX SCORE (PDF)
"May 1, 2021 (Saturday)",2 p.m.,Home,Beloit College,"De Pere, Wis./Mel Nicks Sports Complex",,,"W,19-6",Box ScoreRecapBOX SCORE (PDF)
"May 8, 2021 (Saturday)",1 p.m.,Away,Lake Forest College,"Lake Forest, Ill.",,,"L,3-1",Box ScoreRecapBox Score (PDF)
"May 8, 2021 (Saturday)",3 p.m.,Away,Lake Forest College,"Lake Forest, Ill.",,,"L,13-2",Box ScoreRecapBox Score (PDF)
"May 9, 2021 (Sunday)",1 p.m.,Away,Ripon College,"Ripon, Wis.",,,"W,4-3",Box ScoreRecapBox Score (PDF)
"May 9, 2021 (Sunday)",3 p.m.,Away,Ripon College,"Ripon, Wis.",,,"W,9-3",Box ScoreRecapBox Score (PDF)
