Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"February 12, 2023 (Sunday)",11:30 am,Away,Spoon River College,"Canton, IL",,,,,
"March 4, 2023 (Saturday)",1pm ET/Noon CT,Neutral,Maritime College,"Fort Pierce, Florida",,,Florida Coast Spring Training,"W,24-9",Box ScoreRecap
"March 4, 2023 (Saturday)",4:30pm ET/3:30 CT,Neutral,University of Northwestern (MN),"Fort Pierce, Florida",,,Florida Coast Spring Training,"L,5-6",Box ScoreRecap
"March 5, 2023 (Sunday)",10:30am ET/9:30 CT,Neutral,Elizabethtown College,"Fort Pierce, Florida",,,Florida Coast Spring Training,"L,0-8",Box ScoreRecap
"March 5, 2023 (Sunday)",12:30pm ET/11:30 am CT,Neutral,Elizabethtown College,"Fort Pierce, Florida",,,Florida Coast Spring Training,"L,0-7",Box ScoreRecap
"March 7, 2023 (Tuesday)",11am ET/10am CT,Neutral,Norwich University,"Fort Pierce, Florida",,,Florida Coast Spring Training,"L,6-7",Box ScoreRecap
"March 7, 2023 (Tuesday)",1pm ET/Noon CT,Neutral,Norwich University,"Fort Pierce, Florida",,,Florida Coast Spring Training,"L,2-3",Box ScoreRecap
"March 9, 2023 (Thursday)",1pm ET/Noon CT,Neutral,Wheaton College (Ill.),"Fort Pierce, Florida",,,Florida Coast Spring Training,"W,5-4",Box ScoreRecap
"March 9, 2023 (Thursday)",4:30pm ET/3:30pm CT,Neutral,Thiel College,"Fort Pierce, Florida",,,Florida Coast Spring Training,"W,3-1",Box ScoreRecap
"March 10, 2023 (Friday)",10am ET/9am CT,Neutral,Penn State Behrend,"Fort Pierce, Florida",,,Florida Coast Spring Training,"L,1-12",Box ScoreRecap
"March 15, 2023 (Wednesday)",6:00 pm,Away,Augustana College (IL),"Rock Island, IL",,,,"L,1-6",Box ScoreRecap
"March 18, 2023 (Saturday)",10:30 am,Neutral,Buena Vista University,"Rock Island, IL",,,,Canceled,
"March 19, 2023 (Sunday)",12:00 pm,Neutral,Dominican University (Ill.),"Rock Island, IL",,,,"W,11-3",Box ScoreRecap
"March 26, 2023 (Sunday)",12:00 pm,Away,Ripon College,"Ripon, WI",,,,"L,4-5",Box ScoreRecap
"March 26, 2023 (Sunday)",2:30 pm,Away,Ripon College,"Ripon, WI",,,,"L,11-12",Box ScoreRecap
"March 29, 2023 (Wednesday)",12:00 pm,Away,Knox College,"Galesburg, IL",,,,"W,4-0",Box ScoreRecap
"March 29, 2023 (Wednesday)",2:30 pm,Away,Knox College,"Galesburg, IL",,,,"W,9-5",Box ScoreRecap
"April 1, 2023 (Saturday)",3:00 pm,Home,University of Chicago,"Monmouth, Ill./Glasgow Field",,,,"L,0-5",Box Score
"April 2, 2023 (Sunday)",12:00 pm,Home,University of Chicago,"Monmouth, Ill./Glasgow Field",,,,"L,5-9",Box ScoreRecap
"April 2, 2023 (Sunday)",3:00 pm,Home,University of Chicago,"Monmouth, Ill./Glasgow Field",,,,"W,5-3",Box ScoreRecap
"April 4, 2023 (Tuesday)",6:00 pm,Away,Illinois Wesleyan University,"Bloomington, IL",,,,Postponed,Recap
"April 7, 2023 (Friday)",3:00 pm,Home,Grinnell College,"Monmouth, Ill./Glasgow Field",,,,"L,2-3",Box ScoreRecap
"April 8, 2023 (Saturday)",11:00 am,Home,Grinnell College,"Monmouth, Ill./Glasgow Field",,,,"L,7-12",Box ScoreRecap
"April 8, 2023 (Saturday)",1:30 pm,Home,Grinnell College,"Monmouth, Ill./Glasgow Field",,,,"L,1-11",Box ScoreRecap
"April 10, 2023 (Monday)",3:00 pm,Home,Blackburn College,"Monmouth, Ill./Glasgow Field",,,,"W,12-5",Box ScoreRecap
"April 11, 2023 (Tuesday)",3:00 pm,Home,Knox College,"Monmouth, Ill./Glasgow Field",,,,"W,12-2",Box ScoreRecap
"April 15, 2023 (Saturday)",12:00 pm,Away,Beloit College,"Beloit, WI",,,,"L,9-15",Box ScoreRecap
"April 15, 2023 (Saturday)",2:30 pm,Away,Beloit College,"Beloit, WI",,,,"L,4-8",Box ScoreRecap
"April 17, 2023 (Monday)",3:00 pm,Home,Beloit College,"Monmouth, Ill./Glasgow Field",,,,"L,2-9",Box ScoreRecap
"April 19, 2023 (Wednesday)",4:00 pm,Away,Cornell College,"Mount Vernon, IA",,,,"L,2-12",Box ScoreRecap
"April 19, 2023 (Wednesday)",6:30 pm,Away,Cornell College,"Mount Vernon, IA",,,,"W,4-2",Box ScoreRecap
"April 22, 2023 (Saturday)",12:00 pm,Away,Lawrence University,"Appleton, WI",,,,"W,11-8",Box ScoreRecap
"April 22, 2023 (Saturday)",2:30 pm,Away,Lawrence University,"Appleton, WI",,,,"W,9-4",Box ScoreRecap
