Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Miller, Eloise",JR-3,59.15,MWC Conference Championships,"May 8, 2015"
,"Miller, Eloise",JR-3,59.79,MWC Conference Championships,"May 8, 2015"
,"Miller, Eloise",JR-3,59.85,Monmouth fighting Scots Outdoor-,"May 2, 2015"
,"Miller, Eloise",JR-3,1:01.02,2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Jensen, Sarah",JR-3,1:02.78,MWC Conference Championships,"May 8, 2015"
,"Jensen, Sarah",JR-3,1:03.42,2015 Kip Janvrin Open,"Apr 23, 2015"
,"Jensen, Sarah",JR-3,1:03.69,2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Schmiechen, Zoe",FR-1,1:06.46,MWC Conference Championships,"May 8, 2015"
,"Schmiechen, Alex",JR-3,1:07.75,2015 Kip Janvrin Open,"Apr 23, 2015"
,"Briney, Chloe",SO-2,1:08.36,2015 Kip Janvrin Open,"Apr 23, 2015"
,"Schmiechen, Zoe",FR-1,1:09.39,2015 Kip Janvrin Open,"Apr 23, 2015"
,"Schmiechen, Alex",JR-3,1:09.54,2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Schmiechen, Alex",JR-3,1:09.87,Emory Classic,"Mar 27, 2015"
,"Schmiechen, Zoe",FR-1,1:12.12,2015 Cornell Outdoor Invite,"Apr 4, 2015"
