Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Miller, Eloise",JR-3,26.81,2015 Kip Janvrin Open,"Apr 23, 2015",-0.4
,"Miller, Eloise",JR-3,27.28,2015 Cornell Outdoor Invite,"Apr 4, 2015",0.7
,"Miller, Eloise",JR-3,27.74,Emory Classic,"Mar 27, 2015",-0.7
,"Carpenter, Becca",JR-3,27.83,MWC Conference Championships,"May 8, 2015",0.2
,"Carpenter, Becca",JR-3,28.1,2015 Kip Janvrin Open,"Apr 23, 2015",-1.3
,"Jensen, Sarah",JR-3,28.87,2015 Cornell Outdoor Invite,"Apr 4, 2015",0.7
,"Schmiechen, Alex",JR-3,29.08,MWC Conference Championships,"May 8, 2015",0.0
,"Schmiechen, Alex",JR-3,29.35,Monmouth fighting Scots Outdoor-,"May 2, 2015",0.7
,"Jensen, Sarah",JR-3,29.73,Emory Classic,"Mar 27, 2015",-2.8
,"Briney, Chloe",SO-2,30.23,2015 Kip Janvrin Open,"Apr 23, 2015",-0.9
,"Schmiechen, Alex",JR-3,30.25,2015 Kip Janvrin Open,"Apr 23, 2015",-0.9
,"Schmiechen, Zoe",FR-1,30.52,MWC Conference Championships,"May 8, 2015",0.9
,"Hanley, Elinor",FR-1,31.91,2015 Kip Janvrin Open,"Apr 23, 2015",-0.9
,"Schmiechen, Zoe",FR-1,32.67,2015 Kip Janvrin Open,"Apr 23, 2015",-0.9
