Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Neckopulos, Alex",SO-2,11.23m,"36' 10.25""",MWC Conference Championships,"May 8, 2015"
,"Neckopulos, Alex",SO-2,11.14m,"36' 6.75""",MWC Conference Championships,"May 8, 2015"
,"Neckopulos, Alex",SO-2,11.05m,"36' 3""",2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Neckopulos, Alex",SO-2,10.75m,"35' 3.25""",2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Neckopulos, Alex",SO-2,10.75m,"35' 3.25""",2015 Jim Duncan Invitational,"Apr 10, 2015"
,"Neckopulos, Alex",SO-2,10.55m,"34' 7.5""",2015 Jim Duncan Invitational,"Apr 10, 2015"
,"Neckopulos, Alex",SO-2,10.39m,"34' 1.25""",2015 Jim Duncan Invitational,"Apr 10, 2015"
,"Neckopulos, Alex",SO-2,10.25m,"33' 7.5""",Emory Classic,"Mar 27, 2015"
,"Neckopulos, Alex",SO-2,10.05m,"32' 11.75""",2015 Jim Duncan Invitational,"Apr 10, 2015"
,"Neckopulos, Alex",SO-2,10.03m,"32' 11""",2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Neckopulos, Alex",SO-2,9.70m,"31' 10""",Emory Classic,"Mar 27, 2015"
,"Neckopulos, Alex",SO-2,9.60m,"31' 6""",2015 Cornell Outdoor Invite,"Apr 4, 2015"
