Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Carlson, Athena",JR-3,2.90m,"9' 6.25""",2015 Kip Janvrin Open,"Apr 23, 2015"
,"McConnell, Samantha",SO-2,2.81m,"9' 2.5""",Monmouth fighting Scots Outdoor-,"May 2, 2015"
,"Peckham, Carolyn",SO-2,2.81m,"9' 2.5""",Monmouth fighting Scots Outdoor-,"May 2, 2015"
,"Carlson, Athena",JR-3,2.80m,"9' 2.25""",MWC Conference Championships,"May 8, 2015"
,"McConnell, Samantha",SO-2,2.77m,"9' 1""",Emory Classic,"Mar 27, 2015"
,"Goldman, Elsa",JR-3,2.75m,"9' 0.25""",2015 Kip Janvrin Open,"Apr 23, 2015"
,"Carlson, Athena",JR-3,2.75m,"9' 0.25""",2015 Kip Janvrin Open,"Apr 23, 2015"
,"McConnell, Samantha",SO-2,2.75m,"9' 0.25""",2015 Kip Janvrin Open,"Apr 23, 2015"
,"Carlson, Athena",JR-3,2.75m,"9' 0.25""",2015 Jim Duncan Invitational,"Apr 10, 2015"
,"Carlson, Athena",JR-3,2.75m,"9' 0.25""",2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"McConnell, Samantha",SO-2,2.66m,"8' 8.75""",Monmouth fighting Scots Outdoor-,"May 2, 2015"
,"Peckham, Carolyn",SO-2,2.66m,"8' 8.75""",Monmouth fighting Scots Outdoor-,"May 2, 2015"
,"Peckham, Carolyn",SO-2,2.65m,"8' 8.25""",MWC Conference Championships,"May 8, 2015"
,"McConnell, Samantha",SO-2,2.61m,"8' 6.75""",Emory Classic,"Mar 27, 2015"
,"Carlson, Athena",JR-3,2.60m,"8' 6.25""",2015 Kip Janvrin Open,"Apr 23, 2015"
,"McConnell, Samantha",SO-2,2.60m,"8' 6.25""",2015 Kip Janvrin Open,"Apr 23, 2015"
,"Goldman, Elsa",JR-3,2.60m,"8' 6.25""",2015 Kip Janvrin Open,"Apr 23, 2015"
,"McConnell, Samantha",SO-2,2.60m,"8' 6.25""",2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Peckham, Carolyn",SO-2,2.51m,"8' 2.75""",Monmouth fighting Scots Outdoor-,"May 2, 2015"
,"Peckham, Carolyn",SO-2,2.50m,"8' 2.5""",MWC Conference Championships,"May 8, 2015"
,"McConnell, Samantha",SO-2,2.46m,"8' 0.75""",Emory Classic,"Mar 27, 2015"
,"McConnell, Samantha",SO-2,2.45m,"8' 0.5""",2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Peckham, Carolyn",SO-2,2.45m,"8' 0.5""",2015 Kip Janvrin Open,"Apr 23, 2015"
,"McConnell, Samantha",SO-2,2.45m,"8' 0.5""",2015 Kip Janvrin Open,"Apr 23, 2015"
,"Peckham, Carolyn",SO-2,2.36m,"7' 8.75""",Monmouth fighting Scots Outdoor-,"May 2, 2015"
,"Peckham, Carolyn",SO-2,2.30m,"7' 6.5""",2015 Kip Janvrin Open,"Apr 23, 2015"
,"McConnell, Samantha",SO-2,2.30m,"7' 6.5""",2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Peckham, Carolyn",SO-2,2.30m,"7' 6.5""",2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Peckham, Carolyn",SO-2,2.15m,"7' 0.5""",2015 Cornell Outdoor Invite,"Apr 4, 2015"
