Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Miller, Eloise",JR-3,5.42m,"17' 9.5""",Monmouth fighting Scots Outdoor-,"May 2, 2015",2.0
,"Miller, Eloise",JR-3,5.29m,"17' 4.25""",MWC Conference Championships,"May 8, 2015",1.5
,"Miller, Eloise",JR-3,5.28m,"17' 4""",Monmouth fighting Scots Outdoor-,"May 2, 2015",0.4
,"Miller, Eloise",JR-3,5.27m,"17' 3.5""",MWC Conference Championships,"May 8, 2015",1.6
,"Miller, Eloise",JR-3,5.26m,"17' 3.25""",2015 Kip Janvrin Open,"Apr 23, 2015",1.0
,"Miller, Eloise",JR-3,5.22m,"17' 1.5""",MWC Conference Championships,"May 8, 2015",0.0
,"Miller, Eloise",JR-3,5.20m,"17' 0.75""",2015 Kip Janvrin Open,"Apr 23, 2015",0.9
,"Miller, Eloise",JR-3,5.07m,"16' 7.75""",2015 Kip Janvrin Open,"Apr 23, 2015",1.4
,"Miller, Eloise",JR-3,4.99m,"16' 4.5""",2015 Jim Duncan Invitational,"Apr 10, 2015",-0.1
,"Miller, Eloise",JR-3,4.85m,"15' 11""",Emory Classic,"Mar 27, 2015",0.3
,"Miller, Eloise",JR-3,4.58m,"15' 0.5""",Emory Classic,"Mar 27, 2015",-0.3
,"Miller, Eloise",JR-3,4.35m,"14' 3.25""",2015 Kip Janvrin Open,"Apr 23, 2015",0.0
