Unnamed: 0,Time,Athletes,Meet,Meet Date
,4:21.37 #,"Soderberg, Holtzman, LaVerdiere, Cottrell",Midwest Conference Indoor Championships,"Feb 23, 2018"
,4:28.34 #,"Villa, Cottrell, Holtzman, Riley",2018 Hilltop Invitational,"Jan 27, 2018"
,4:28.75 #,"Holtzman, Villa, Cottrell, Maddaus",2018 Grinnell Indoor Invitational,"Feb 3, 2018"
