Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Goldstein, Sam",SR,12.68m,"41' 7.25""",Central Open,"May 7, 2010",3.8
,"Yin, Rob",SR,11.93m,"39' 1.75""",2010 ASICS Winthrop Invitational,"Mar 25, 2010",-1.6
