Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"HEPPNER, ETHAN",SR,10:16.05,Spartan Open,"May 1, 2010"
,"Kakazu, Nathan",,10:34.61,Kip Janvrin Open,"Apr 22, 2010"
,"Dorman, Christopher",,12:04.79,Spartan Open,"May 1, 2010"
