Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 16, 1972 (Saturday)",,Home,Parkside,"Lake Forest, IL",,,"T,1-1",
"September 20, 1972 (Wednesday)",,Home,Hope College,"Lake Forest, IL",,,"W,3-1",
"September 23, 1972 (Saturday)",,Home,Earlham College,"Lake Forest, IL",,,"W,3-2",
"September 27, 1972 (Wednesday)",,Home,Trinity International University (Ill.),"Lake Forest, IL",,,"T,0-0",
"September 30, 1972 (Saturday)",,Home,Principia College,"Lake Forest, IL",,,"L,3-4",
"October 4, 1972 (Wednesday)",,Away,Aurora University,"Aurora, IL",,,"W,5-2",
"October 11, 1972 (Wednesday)",,Home,Rockford University,"Lake Forest, IL",,,"W,5-0",
"October 14, 1972 (Saturday)",,Away,MacMurray College,"Jacksonville, IL",,,"L,0-2",
"October 18, 1972 (Wednesday)",,Away,Wheaton College (Ill.),"Wheaton, IL",,,"L,0-1",
"October 21, 1972 (Saturday)",,Away,Wabash College,"Crawfordsville, IN",,,"L,0-1",
"October 28, 1972 (Saturday)",,Away,DePauw University,"Greencastle, IN",,,"L,2-3",
