0,1,2,3,4,5
Grinnell College,371,379,750,174.0,7th
Ravi Levens,80,81,161,17.0,t-20th
Cody Takabuki,89,90,179,35.0,33rd
James Lim,103,100,203,59.0,35th
Owen Craven,103,108,211,67.0,36th
Zack Jones,99,dnc,99,,
