Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 24, 1974 (Tuesday)",,Home,Trinity International University (Ill.),"Lake Forest, IL",,,,"T,1-1",
"September 27, 1974 (Friday)",,Away,Rockford University,"Rockford, IL",,,,"L,1-4",
"October 5, 1974 (Saturday)",,Home,University of Chicago,"Lake Forest, IL",,,,"W,5-2",
"October 11, 1974 (Friday)",,Home,Illinois Institute of Technology,"Lake Forest, IL",,,,"W,6-0",
"October 19, 1974 (Saturday)",,Away,Carleton College,"Northfield, MN",,,,"L,1-2",
"October 23, 1974 (Wednesday)",,Home,Wheaton College (Ill.),"Lake Forest, IL",,,,"W,3-2",
"October 26, 1974 (Saturday)",,Away,Beloit College,"Beloit, WI",,,,"W,3-2(OT)",
"October 30, 1974 (Wednesday)",,Home,Parkside,"Lake Forest, IL",,,,"W,3-2",
"November 2, 1974 (Saturday)",,Home,Ripon College,"Lake Forest, IL",,,,"W,10-0",
"November 9, 1974 (Saturday)",,Away,Knox College,"Galesburg, IL",,,Midwest Conference Tournament,"W,6-1",
