Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 27, 2022 (Saturday)",9:00 AM,Away,"TOWNE CLUB SCRIMMAGE (MSOE, WARTBURG, UW-STEVENS POINT & NORTH PARK)","WHITEFISH BAY, WIS.",,,,
"September 1, 2022 (Thursday)",11:30 AM,Away,UW-STEVENS POINT,"MILWAUKEE, WIS./ Hart Park",,,"L,0-9",Box ScoreRecap
"September 1, 2022 (Thursday)",2:30 PM,Away,WISCONSIN LUTHERAN COLLEGE,"MILWAUKEE, WIS./ Hart Park",,,"L,1-8",Box ScoreRecap
"September 3, 2022 (Saturday)",12:30 PM,Away,St. Norbert College,"Green Bay, WIS./ Green Bay Tennis Center",,,"W,5-4",Box ScoreRecap
"September 6, 2022 (Tuesday)",5:00 PM,Home,LAKELAND UNIVERSITY,"RIPON, WIS./ Ripon High School Courts",,,"L,4-5",Box ScoreRecap
"September 14, 2022 (Wednesday)",6:00 PM,Away,Alverno College,"Milwaukee, WIS.",,,"W,9-0",Box ScoreRecap
"September 15, 2022 (Thursday)",6:00 PM,Home,MARIAN UNIVERSITY,"RIPON, WIS./Willmore Center",,,"L,4-5",Box ScoreRecap
"September 17, 2022 (Saturday)",9:00 AM,Home,GRINNELL,"RIPON, WIS./ Ripon High School Courts",,,"L,0-9",Box ScoreRecap
"September 17, 2022 (Saturday)",2:00 PM,Home,CORNELL (IOWA),"RIPON, WIS./ Ripon High School Courts",,,"L,1-8",Box ScoreRecap
"September 20, 2022 (Tuesday)",4:00 PM,Home,UW-OSHKOSH,"RIPON, WIS./ Ripon High School Courts",,,"L,0-9",Box ScoreRecap
"September 24, 2022 (Saturday)",9:00 AM,Away,MONMOUTH (ILL.),"MONMOUTH, ILL.",,,"W,5-4",Box ScoreRecap
"September 24, 2022 (Saturday)",2:00 PM,Away,ILLINOIS COLLEGE,"JACKSONVILLE, ILL.",,,"L,4-5",Box ScoreRecap
"October 1, 2022 (Saturday)",11:00 AM,Away,LAWRENCE,"APPLETON, WIS.",,,"L,0-9",Box ScoreRecap
"October 8, 2022 (Saturday)",9:00 AM,Home,LAKE FOREST,"RIPON, WIS./Willmore Center",,,"L,0-9",Box ScoreRecap
"October 16, 2022 (Sunday)",TBD,Away,CONFERENCE CHAMPIONSHIPS,"MADISON, WIS.",,,,Recap
