Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"March 2, 2025 (Sunday)",2 p.m.,Neutral,University of Wisconsin-Superior,"Oshkosh, Wis./ UW-Oshkosh Rec Plex",,,,,History
"March 2, 2025 (Sunday)",4 p.m.,Neutral,Edgewood College,"Oshkosh, Wis./ UW-Oshkosh Rec Plex",,,,,History
"March 9, 2025 (Sunday)",9:30 am CT,Neutral,Thomas College,"Bartow, Fla./ Bartow #5",,,The Spring Games,,History
"March 9, 2025 (Sunday)",11:45 CT,Neutral,College of St. Scholastica,"Bartow, Fla./ Bartow #5",,,The Spring Games,,History
"March 10, 2025 (Monday)",8 AM CT,Neutral,University of Northwestern (MN),"Bartow, Fla./ Bartow #7",,,The Spring Games,,History
"March 10, 2025 (Monday)",10:30 AM CT,Neutral,Gordon College,"Bartow, Fla./ Bartow #8",,,The Spring Games,,History
"March 12, 2025 (Wednesday)",8 AM CT,Neutral,University of Mount Union,"Winter Haven, Fla./ DiamondPlex D",,,The Spring Games,,History
"March 12, 2025 (Wednesday)",10:30 AM CT,Neutral,Hood College,"Winter Haven, Fla./ DiamondPlex D",,,The Spring Games,,History
"March 13, 2025 (Thursday)",1:45 PM CT,Neutral,Wittenberg University,"Bartow, Fla./ Bartow #7",,,The Spring Games,,History
"March 13, 2025 (Thursday)",11:15 AM CT,Neutral,Lakeland University,"Bartow, Fla./ Bartow #6",,,The Spring Games,,History
"March 14, 2025 (Friday)",8 AM CT,Neutral,New England College,"Winter Haven, Fla./ DiamondPlex C",,,The Spring Games,,History
"March 14, 2025 (Friday)",10:30 AM CT,Neutral,North Park University,"Winter Haven, Fla./ DiamondPlex E",,,The Spring Games,,History
"March 20, 2025 (Thursday)",3 p.m.,Home,Rockford University,"Beloit, Wis./Strong Complex Softball Field",,,,,History
"March 20, 2025 (Thursday)",5 p.m.,Home,Rockford University,"Beloit, Wis./Strong Complex Softball Field",,,,,History
"March 22, 2025 (Saturday)",12 p.m.,Home,Elmhurst University,"Beloit, Wis./Strong Complex Softball Field",,,,,History
"March 22, 2025 (Saturday)",2 p.m.,Home,Elmhurst University,"Beloit, Wis./Strong Complex Softball Field",,,,,History
"March 26, 2025 (Wednesday)",3 p.m.,Home,Alverno College,"Beloit, Wis./Strong Complex Softball Field",,,,,History
"March 26, 2025 (Wednesday)",5 p.m.,Home,Alverno College,"Beloit, Wis./Strong Complex Softball Field",,,,,History
"March 29, 2025 (Saturday)",12 p.m.,Away,Carroll University,"Waukesha, WI/ Kilgour Field",,,,,History
"March 29, 2025 (Saturday)",2 p.m.,Away,Carroll University,"Waukesha, WI/ Kilgour Field",,,,,History
"March 30, 2025 (Sunday)",12 p.m.,Home,Carthage College,"Beloit, Wis./Strong Complex Softball Field",,,,,History
"March 30, 2025 (Sunday)",2 p.m.,Home,Carthage College,"Beloit, Wis./Strong Complex Softball Field",,,,,History
"April 5, 2025 (Saturday)",1 p.m.,Away,Cornell College,"Mount Vernon, IA/ Van Metre Family Softball Field",,,,,History
"April 5, 2025 (Saturday)",3 p.m.,Away,Cornell College,"Mount Vernon, IA/ Van Metre Family Softball Field",,,,,History
"April 6, 2025 (Sunday)",1 p.m.,Away,Grinnell College,"Grinnell, IA/ Grinnell College Softball Complex",,,,,History
"April 6, 2025 (Sunday)",3 p.m.,Away,Grinnell College,"Grinnell, IA/ Grinnell College Softball Complex",,,,,History
"April 12, 2025 (Saturday)",1 p.m.,Home,Illinois College,"Beloit, Wis./Strong Complex Softball Field",,,,,History
"April 12, 2025 (Saturday)",3 p.m.,Home,Illinois College,"Beloit, Wis./Strong Complex Softball Field",,,,,History
"April 13, 2025 (Sunday)",1 p.m.,Home,Knox College,"Beloit, Wis./Strong Complex Softball Field",,,,,History
"April 13, 2025 (Sunday)",3 p.m.,Home,Knox College,"Beloit, Wis./Strong Complex Softball Field",,,,,History
"April 17, 2025 (Thursday)",3 p.m.,Away,University of Dubuque,"Dubuque, IA/ UD Softball Field",,,,,History
"April 17, 2025 (Thursday)",5 p.m.,Away,University of Dubuque,"Dubuque, IA/ UD Softball Field",,,,,History
"April 19, 2025 (Saturday)",1 p.m.,Away,Monmouth College,"Monmouth, IL/ Monmouth College Softball Field",,,,,History
"April 19, 2025 (Saturday)",3 p.m.,Away,Monmouth College,"Monmouth, IL/ Monmouth College Softball Field",,,,,History
"April 26, 2025 (Saturday)",3 p.m.,Away,Lake Forest College,"Lake Forest, IL/ Mohr Field",,,,,History
"April 26, 2025 (Saturday)",5 p.m.,Away,Lake Forest College,"Lake Forest, IL/ Mohr Field",,,,,History
"April 27, 2025 (Sunday)",1 p.m.,Home,Ripon College,"Beloit, Wis./Strong Complex Softball Field",,,,,History
"April 27, 2025 (Sunday)",3 p.m.,Home,Ripon College,"Beloit, Wis./Strong Complex Softball Field",,,,,History
"May 3, 2025 (Saturday)",1 p.m.,Home,Lawrence University,"Beloit, Wis./Strong Complex Softball Field",,,,,History
"May 3, 2025 (Saturday)",3 p.m.,Home,Lawrence University,"Beloit, Wis./Strong Complex Softball Field",,,,,History
