Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Booher, Sara",FR-1,11.45m,"37' 6.75""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Filkins, Andrea",FR-1,10.46m,"34' 4""",Dick Young Invitational,"Apr 23, 2022"
,"Myers-Rafferty, Emma",FR-1,9.59m,"31' 5.75""",Midwest Conference Outdoor Championship,"May 13, 2022"
