Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 25, 2016 (Thursday)",10:00 AM,Away,MacMurray (Exhibition),"Jacksonville, Ill.",,,,
"September 1, 2016 (Thursday)",5:00 PM,Away,Concordia University Chicago,"River Forest, Ill.",,,"W,1-0(2OT)",Box ScoreRecap
"September 3, 2016 (Saturday)",4:00 PM,Away,Principia College,"Elsah, Ill.",,,"W,3-1",Box ScoreRecap
"September 7, 2016 (Wednesday)",7:00 PM,Home,Fontbonne University,"Jacksonville, Ill.",,,"W,1-0",Box ScoreRecap
"September 10, 2016 (Saturday)",6:00 PM,Home,Monmouth College,"Jacksonville, Ill.",,,"W,2-1(OT)",Box ScoreRecap
"September 18, 2016 (Sunday)",1:30 PM,Home,Carroll University,"Jacksonville, Ill.",,,"L,2-3",Box ScoreRecap
"September 21, 2016 (Wednesday)",5:00 PM,Away,Webster University,"St. Louis, Mo.",,,"L,0-4",Box ScoreRecap
"September 24, 2016 (Saturday)",3:30 PM,Away,St. Norbert College,De Pere. Wis.,,,"L,0-3",Box ScoreRecap
"September 25, 2016 (Sunday)",3:30 PM,Away,Lawrence University,"Appleton, Wis.",,,"W,4-0",Box ScoreRecap
"September 28, 2016 (Wednesday)",7:00 PM,Away,Greenville College,"Greenville, Ill.",,,"T,1-1(2OT)",Box ScoreRecap
"October 1, 2016 (Saturday)",3:30 PM,Away,Grinnell College,"Grinnell, Iowa",,,"W,2-1",Box ScoreRecap
"October 2, 2016 (Sunday)",12:00 PM,Away,Dominican University (Ill.),"River Forest, Ill.",,,"L,0-1",Box ScoreRecap
"October 5, 2016 (Wednesday)",3:30 PM,Away,Knox College,"Galesburg, Ill.",,,"L,0-3",Box ScoreRecap
"October 11, 2016 (Tuesday)",7:00 PM,Home,Millikin University,"Jacksonville, Ill.",,,"L,0-1",Box ScoreRecap
"October 15, 2016 (Saturday)",3:30 PM,Home,Ripon College,"Jacksonville, Ill.",,,"L,0-4",Box ScoreRecap
"October 16, 2016 (Sunday)",1:30 PM,Home,Beloit College,"Jacksonville, Ill.",,,"W,2-0",Box ScoreRecap
"October 20, 2016 (Thursday)",5:00 PM,Away,Westminster College (MO),"Fulton, Mo.",,,"L,1-5",Box ScoreRecap
"October 23, 2016 (Sunday)",1:30 PM,Away,Lake Forest College,"Lake Forest, Ill.",,,"L,0-4",Box ScoreRecap
"October 29, 2016 (Saturday)",3:30 PM,Home,Cornell College,"Jacksonville, Ill.",,,"W,5-1",Box ScoreRecap
