Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"November 19, 1994 (Saturday)",,Away,Macalester,"St. Paul, MN",,,"L,57-97",
"November 25, 1994 (Friday)",,Neutral,King University (Tenn.),"Chicago, IL",,,"L,66-74",
"November 26, 1994 (Saturday)",,Neutral,Benedictine University,"Chicago, IL",,,"L,37-72",
"November 30, 1994 (Wednesday)",,Home,Dubuque,"Grinnell, IA",,,"W,73-69",
"December 3, 1994 (Saturday)",,Home,Loras,"Grinnell, IA",,,"L,61-80",
"January 10, 1995 (Tuesday)",,Away,Illinois College,"Jacksonville, IL",,,"L,39-67",
"January 13, 1995 (Friday)",,Home,Monmouth,"Grinnell, IA",,,"L,62-69",
"January 14, 1995 (Saturday)",,Home,Knox,"Grinnell, IA",,,"L,60-64",
"January 17, 1995 (Tuesday)",,Away,Maryville,"St. Louis, MO",,,"W,62-54",
"January 20, 1995 (Friday)",,Home,Beloit,"Grinnell, IA",,,"L,48-75",
"January 21, 1995 (Saturday)",,Home,Lake Forest,"Grinnell, IA",,,"L,47-65",
"January 24, 1995 (Tuesday)",,Home,Coe,"Grinnell, IA",,,"W,75-69",
"January 28, 1995 (Saturday)",,Away,Ripon,"Ripon, WI",,,"L,31-82",
"January 29, 1995 (Sunday)",,Away,Carroll,"Waukesha, WI",,,"L,42-66",
"February 1, 1995 (Wednesday)",,Away,Cornell,"Mount Vernon, IA",,,"W,72-62",
"February 4, 1995 (Saturday)",,Away,Nebraska Wesleyan,"Lincoln, NE",,,"L,40-77",
"February 10, 1995 (Friday)",,Away,Monmouth,"Monmouth, IL",,,"L,49-57",
"February 11, 1995 (Saturday)",,Away,Knox,"Galesburg, IL",,,"L,62-68",
"February 14, 1995 (Tuesday)",,Away,Coe,"Grinnell, IA",,,"L,60-77",
"February 18, 1995 (Saturday)",,Home,Illinois College,"Grinnell, IA",,,"L,58-78",
"February 20, 1995 (Monday)",,Home,Cornell,"Grinnell, IA",,,"W,90-56",
