Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Rockwell, Aiyana",JR-3,35.21m,"115' 6""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Rockwell, Aiyana",JR-3,35.12m,"115' 3""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Rockwell, Aiyana",JR-3,34.88m,"114' 5""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Rockwell, Aiyana",JR-3,33.77m,"110' 9""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Galowitz, Kylie",SO-2,33.56m,"110' 1""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Rockwell, Aiyana",JR-3,33.33m,"109' 4""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Galowitz, Kylie",SO-2,33.20m,"108' 11""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Galowitz, Kylie",SO-2,33.17m,"108' 10""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Galowitz, Kylie",SO-2,33.14m,"108' 9""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Rockwell, Aiyana",JR-3,33.10m,"108' 7""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Galowitz, Kylie",SO-2,33.07m,"108' 6""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Galowitz, Kylie",SO-2,32.65m,"107' 1""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Galowitz, Kylie",SO-2,32.61m,"107' 0""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Galowitz, Kylie",SO-2,32.51m,"106' 8""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Galowitz, Kylie",SO-2,32.44m,"106' 5""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Galowitz, Kylie",SO-2,32.42m,"106' 4""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Galowitz, Kylie",SO-2,32.03m,"105' 1""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Rockwell, Aiyana",JR-3,31.89m,"104' 7""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Galowitz, Kylie",SO-2,31.76m,"104' 2""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Galowitz, Kylie",SO-2,31.41m,"103' 1""",Cornell Invitational,"Apr 6, 2024"
,"Galowitz, Kylie",SO-2,31.38m,"102' 11""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Rockwell, Aiyana",JR-3,31.18m,"102' 3""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Galowitz, Kylie",SO-2,30.81m,"101' 1""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Galowitz, Kylie",SO-2,30.46m,"99' 11""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Galowitz, Kylie",SO-2,30.32m,"99' 6""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Galowitz, Kylie",SO-2,30.10m,"98' 9""",Cornell Invitational,"Apr 6, 2024"
,"Galowitz, Kylie",SO-2,29.65m,"97' 3""",Cornell Invitational,"Apr 6, 2024"
,"Galowitz, Kylie",SO-2,29.31m,"96' 2""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Galowitz, Kylie",SO-2,28.43m,"93' 3""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Galowitz, Kylie",SO-2,28.08m,"92' 1""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Galowitz, Kylie",SO-2,27.82m,"91' 3""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Strovers, Maddy",SO-2,26.31m,"86' 4""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Strovers, Maddy",SO-2,24.54m,"80' 6""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
