Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Galowitz, Kylie",SO-2,11.68m,"38' 4""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Booher, Sara",JR-3,11.65m,"38' 2.75""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Booher, Sara",JR-3,11.32m,"37' 1.75""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Booher, Sara",JR-3,11.27m,"36' 11.75""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Booher, Sara",JR-3,11.26m,"36' 11.5""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Booher, Sara",JR-3,11.22m,"36' 9.75""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Booher, Sara",JR-3,11.14m,"36' 6.75""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Galowitz, Kylie",SO-2,11.06m,"36' 3.5""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Galowitz, Kylie",SO-2,11.01m,"36' 1.5""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Booher, Sara",JR-3,10.96m,"35' 11.5""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Booher, Sara",JR-3,10.91m,"35' 9.5""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Booher, Sara",JR-3,10.88m,"35' 8.5""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Booher, Sara",JR-3,10.86m,"35' 7.75""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Booher, Sara",JR-3,10.85m,"35' 7.25""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Booher, Sara",JR-3,10.82m,"35' 6""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Galowitz, Kylie",SO-2,10.81m,"35' 5.75""",Cornell Invitational,"Apr 6, 2024"
,"Booher, Sara",JR-3,10.80m,"35' 5.25""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Booher, Sara",JR-3,10.78m,"35' 4.5""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Booher, Sara",JR-3,10.73m,"35' 2.5""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Galowitz, Kylie",SO-2,10.71m,"35' 1.75""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Galowitz, Kylie",SO-2,10.65m,"34' 11.25""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Galowitz, Kylie",SO-2,10.65m,"34' 11.25""",Cornell Invitational,"Apr 6, 2024"
,"Booher, Sara",JR-3,10.61m,"34' 9.75""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Galowitz, Kylie",SO-2,10.58m,"34' 8.5""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Galowitz, Kylie",SO-2,10.56m,"34' 7.75""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Galowitz, Kylie",SO-2,10.54m,"34' 7""",Cornell Invitational,"Apr 6, 2024"
,"Galowitz, Kylie",SO-2,10.53m,"34' 6.75""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Galowitz, Kylie",SO-2,10.52m,"34' 6.25""",Cornell Invitational,"Apr 6, 2024"
,"Galowitz, Kylie",SO-2,10.45m,"34' 3.5""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Galowitz, Kylie",SO-2,10.44m,"34' 3""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Galowitz, Kylie",SO-2,10.42m,"34' 2.25""",Cornell Invitational,"Apr 6, 2024"
,"Galowitz, Kylie",SO-2,10.41m,"34' 2""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Booher, Sara",JR-3,10.41m,"34' 2""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Booher, Sara",JR-3,10.40m,"34' 1.5""",Cornell Invitational,"Apr 6, 2024"
,"Galowitz, Kylie",SO-2,10.40m,"34' 1.5""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Booher, Sara",JR-3,10.39m,"34' 1.25""",Cornell Invitational,"Apr 6, 2024"
,"Booher, Sara",JR-3,10.35m,"33' 11.5""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Booher, Sara",JR-3,10.34m,"33' 11.25""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Galowitz, Kylie",SO-2,10.31m,"33' 10""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Galowitz, Kylie",SO-2,10.26m,"33' 8""",Cornell Invitational,"Apr 6, 2024"
,"Galowitz, Kylie",SO-2,10.06m,"33' 0.25""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Galowitz, Kylie",SO-2,9.96m,"32' 8.25""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Galowitz, Kylie",SO-2,9.96m,"32' 8.25""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Galowitz, Kylie",SO-2,9.95m,"32' 7.75""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Galowitz, Kylie",SO-2,9.90m,"32' 5.75""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Galowitz, Kylie",SO-2,9.73m,"31' 11.25""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Galowitz, Kylie",SO-2,9.70m,"31' 10""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Rockwell, Aiyana",JR-3,7.71m,"25' 3.5""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Rockwell, Aiyana",JR-3,7.37m,"24' 2.25""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
