Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 26, 2017 (Saturday)",2:00 PM,Away,Augustana College (IL),"Rock Island, IL",,,Scrimmage,,History
"September 1, 2017 (Friday)",5:00 PM,Home,Coe College,"Galesburg, IL/Jorge Prats Field",,,,"L,0-2",Box ScoreRecap
"September 3, 2017 (Sunday)",4:00 PM,Away,Luther College,"Decorah, IA",,,,"L,1-2",Box ScoreRecap
"September 6, 2017 (Wednesday)",7:00 PM,Away,University of Wisconsin-Platteville,"Platteville, WI",,,,"W,2-0",Box ScoreRecap
"September 10, 2017 (Sunday)",1:00 PM,Away,Milwaukee School of Engineering,"Milwaukee, WI",,,,"L,0-1",Box ScoreRecap
"September 14, 2017 (Thursday)",5:00 PM,Home,Loras College,"Galesburg, IL - YMCA",,,,"L,1-2",Box ScoreRecap
"September 16, 2017 (Saturday)",2:30 PM,Home,Greenville College,"Galesburg, IL/Jorge Prats Field",,,,"W,6-1",Box ScoreRecap
"September 17, 2017 (Sunday)",3:00 PM,Home,Buena Vista University,"Galesburg, IL/Jorge Prats Field",,,,"W,5-0",Box ScoreRecap
"September 23, 2017 (Saturday)",1:00 PM,Home,Lawrence University,"Galesburg, IL/Jorge Prats Field",,,,"W,10-0",Box ScoreRecap
"September 24, 2017 (Sunday)",1:00 PM,Home,Beloit College,"Galesburg, IL/Jorge Prats Field",,,,"W,6-0",Box ScoreRecap
"September 27, 2017 (Wednesday)",7:00 PM,Away,Simpson College,"Indianola, IA",,,,"W,1-0",Box ScoreRecap
"September 30, 2017 (Saturday)",1:00 PM,Away,Monmouth College,"Monmouth, IL",,,,"W,1-0",Box ScoreRecap
"October 1, 2017 (Sunday)",3:00 PM,Home,Illinois Institute of Technology,"Galesburg, IL/Jorge Prats Field",,,,"L,0-3",Box ScoreRecap
"October 4, 2017 (Wednesday)",7:00 PM,Home,Millikin University,"Galesburg, IL - YMCA",,,,"W,3-0",Box ScoreRecap
"October 7, 2017 (Saturday)",1:00 PM,Home,Grinnell College,"Galesburg, IL/Jorge Prats Field",,,,"W,2-12 OT",Box ScoreRecap
"October 14, 2017 (Saturday)",1:00 PM,Away,Lake Forest College,"Lake Forest, IL",,,,"T,0-0",Box ScoreRecap
"October 15, 2017 (Sunday)",1:00 PM,Away,Ripon College,"Ripon, WI",,,,"W,3-0",Box ScoreRecap
"October 21, 2017 (Saturday)",1:00 PM,Home,Cornell College,"Galesburg, IL/Jorge Prats Field",,,,"W,2-0",Box ScoreRecap
"October 23, 2017 (Monday)",4:30 PM,Away,Illinois College,"Jacksonville, IL",,,,"W,2-0",Box ScoreRecap
"October 28, 2017 (Saturday)",11:00 AM,Away,St. Norbert College,"De Pere, WI",,,,"T,0-0",Box ScoreRecap
"November 3, 2017 (Friday)",11:00 am,Neutral,Grinnell College,De Pere. WI,,,Midwest Conference Tournament,"W,1-0",Box ScoreRecap
"November 4, 2017 (Saturday)",6:00 pm,Neutral,Monmouth College,"De Pere, WI",,,Midwest Conference Tournament,"W,3-1",Box ScoreRecap
"November 10, 2017 (Friday)",7:30 pm,Neutral,Wheaton College (Ill.),"Dubuque, IA",,,NCAA Tournament,"L,0-2",Box ScoreRecap
