Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 6, 1991 (Friday)",,Home,Luther,"Grinnell, IA",,,"L,1-2",
"September 7, 1991 (Saturday)",,Away,St. Thomas (MN),St. Thomas,,,"T,0-0",
"September 15, 1991 (Sunday)",,Home,Illinois College,"Grinnell, IA",,,"W,3-1",
"September 19, 1991 (Thursday)",,Away,Monmouth,"Monmouth, IL",,,"W,3-0",
"September 24, 1991 (Tuesday)",,Away,Coe,"Cedar Rapids, IA",,,"W,1-0",
"September 26, 1991 (Thursday)",,Home,Cornell,"Grinnell, IA",,,"L,0-1",
"September 29, 1991 (Sunday)",,Home,Knox,"Grinnell, IA",,,"W,5-0",
"October 2, 1991 (Wednesday)",,Home,Coe,"Grinnell, IA",,,"L,1-2",
"October 5, 1991 (Saturday)",,Away,Knox,"Galesburg, IL",,,"W,2-0",
"October 10, 1991 (Thursday)",,Away,Cornell,"Mount Vernon, IA",,,"W,2-1",
"October 12, 1991 (Saturday)",,Away,Illinois College,"Jacksonville, IL",,,"L,0-4",
"October 16, 1991 (Wednesday)",,Home,Monmouth,"Grinnell, IA",,,"W,1-0",
"October 22, 1991 (Tuesday)",,Away,Southern Colorado,Southern Colorado,,,"L,0-2",
"October 23, 1991 (Wednesday)",,Away,Colorado College,Colorado College,,,"L,0-3",
"October 26, 1991 (Saturday)",,Neutral,St. Norbert (MWC Tournament Semifinal),"Lake Forest, IL",,,"W,2-1",
"October 27, 1991 (Sunday)",,Away,Lake Forest (MWC Tournament Championship),"Lake Forest, IL",,,"L,1-2",
