Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 30, 2019 (Friday)",2:00 PM,Away,Wartburg College,"Waverly, IA",,,"L,1-3",Box ScoreRecap
"August 31, 2019 (Saturday)",2:00 PM,Away,Loras College,"Dubuque, IA",,,"L,0-4",Box ScoreRecap
"September 6, 2019 (Friday)",4:00 PM,Away,University of Wisconsin-Stevens Point,"Stevens Point, WI",,,"L,1-3",Box ScoreRecap
"September 9, 2019 (Monday)",4:00 PM,Away,Hamline University,"St. Paul, MN",,,"L,1-2",Box ScoreRecap
"September 11, 2019 (Wednesday)",7:30 PM,Home,University of Wisconsin - River Falls,"St. Paul, MN (Home)/ Macalester Stadium",,,"L,0-1",Box ScoreRecap
"September 21, 2019 (Saturday)",3:30 PM,Away,St. Olaf College,"Northfield, MN",,,"L,2-3OT",Box ScoreRecap
"September 24, 2019 (Tuesday)",4:30 PM,Away,College of St. Scholastica,"Duluth, MN",,,"L,0-2",Box ScoreRecap
"September 28, 2019 (Saturday)",3:30 PM,Away,College of Saint Benedict,"St. Joseph, MN",,,"T,0-02OT",Box ScoreRecap
"October 2, 2019 (Wednesday)",7:30 PM,Home,Bethel University,"St. Paul, MN (Home)/ Macalester Stadium",,,"W,2-1",Box ScoreRecap
"October 6, 2019 (Sunday)",3:30 PM,Away,Carleton College,"Northfield, MN",,,"L,1-2OT",Box ScoreRecap
"October 9, 2019 (Wednesday)",7:30 PM,Home,Augsburg University,"St. Paul, MN (Home)/ Macalester Stadium",,,"L,0-5",Box ScoreRecap
"October 12, 2019 (Saturday)",5:30 PM,Home,Concordia College (Minn.),"St. Paul, MN (Home)/ Macalester Stadium",,,"W,2-1OT",Box ScoreRecap
"October 19, 2019 (Saturday)",1:00 PM,Away,St. Catherine University,"St. Paul, MN",,,"L,2-3OT",Box ScoreRecap
"October 23, 2019 (Wednesday)",7:30 PM,Home,University of Wisconsin-Eau Claire,"St. Paul, MN (Home)/ Macalester Stadium",,,"L,1-2",Box ScoreRecap
"October 26, 2019 (Saturday)",5:30 PM,Home,University of St. Thomas,"St. Paul, MN (Home)/ Macalester Stadium",,,"L,0-1",Box ScoreRecap
"October 30, 2019 (Wednesday)",7:00 PM,Home,Saint Mary's University (Minn.),"St. Paul, MN (Home)/ Macalester Stadium",,,"L,0-2",Box ScoreRecap
"November 2, 2019 (Saturday)",3:30 PM,Away,Gustavus Adolphus College,"St. Peter, MN",,,"L,0-1",Box ScoreRecap
