#,Player,Games Played GP
5,"Bergida, Tony",9
3,"Coleman, DJ",10
7,"Hall, Jordan",1
88,"Henderson, Erik",10
1,"Hill, Max",5
33,"Howard, Luke",10
45,"Johnson, Rick",8
4,"Keele, Jeff",10
25,"Knowlton, Brad",10
26,"Lim, Ben",7
9,"O'Shea, Michael",5
10,"Pavoni, Vinny",10
62,"Quist, Alex",5
65,"Riley, Cole",10
13,"Scott, Chip",8
54,"Slager, Ryan",10
56,"Smythurst, Elijah",1
84,"Tambay, Anshul",1
80,"Taylor, David",10
11,"Thompson, Hassan",10
6,"Bernholtz, Jacob",8
67,"Davis, Zach",6
51,"Drexler, Riley",9
17,"Dunn, Carson",10
28,"Galaske, Joe",8
16,"Hoover, Kent",9
50,"Koch, Grant",10
77,"Lahn, Ethan",10
58,"McCarty, Robbie",10
2,"McGriff, Zach",6
66,"Medrano, Matt",10
35,"Ogasawara, Ibuki",10
12,"Rivera, Sebastian",1
