Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"December 15, 1905 (Friday)",,Neutral,Coe,,,,"W,55-18",
"January 7, 1906 (Sunday)",,Away,Iowa,"Iowa City, IA",,,"L,13-26",
"January 8, 1906 (Monday)",,Neutral,Cedar Rapids High,,,,"L,33-34",
"January 15, 1906 (Monday)",,Neutral,Coe,,,,"W,31-16",
"January 22, 1906 (Monday)",,Neutral,William Penn,,,,"W,68-13",
"January 29, 1906 (Monday)",,Neutral,Des Moines YMCA,,,,"L,26-29",
"February 1, 1906 (Thursday)",,Neutral,Simpson,,,,"W,73-22",
"February 8, 1906 (Thursday)",,Neutral,Simpson,,,,"W,61-6",
"February 15, 1906 (Thursday)",,Neutral,Des Moines YMCA,,,,"W,29-19",
"February 22, 1906 (Thursday)",,Home,Iowa,"Grinnell, IA",,,"W,29-19",
"March 1, 1906 (Thursday)",,Neutral,Des Moines YMCA,,,,"W,26-23",
"March 9, 1906 (Friday)",,Away,Iowa,"Iowa City, IA",,,"L,17-20",
