Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Braun, Zev",FR-1,44.11m,"144' 9""",ERAU Spike's Classic - College/Open,"Mar 23, 2012"
,"Braun, Zev",FR-1,41.55m,"136' 4""",Dick Young Classic,"Apr 21, 2012"
,"Braun, Zev",FR-1,41.55m,"136' 4""",Dick Young Classic,"Apr 21, 2012"
,"Braun, Zev",FR-1,40.96m,"134' 4""",Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Braun, Zev",FR-1,40.29m,"132' 2""",Cornell Invitational,"Apr 14, 2012"
,"Braun, Zev",FR-1,39.43m,"129' 4""",Cornell Invitational,"Apr 14, 2012"
,"Braun, Zev",FR-1,39.38m,"129' 2""",Cornell Invitational,"Apr 14, 2012"
,"Braun, Zev",FR-1,37.97m,"124' 7""",Midwest Conference Championships,"May 11, 2012"
,"Braun, Zev",FR-1,37.65m,"123' 6""",Cornell Invitational,"Apr 14, 2012"
,"Braun, Zev",FR-1,34.70m,"113' 10""",Cornell Invitational,"Apr 14, 2012"
,"Chadri, Isaac",FR-1,30.63m,"100' 6""",Midwest Conference Championships,"May 11, 2012"
,"Chadri, Isaac",FR-1,30.32m,"99' 6""",Midwest Conference Championships,"May 11, 2012"
,"Chadri, Isaac",FR-1,29.91m,"98' 1""",Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Chadri, Isaac",FR-1,28.47m,"93' 5""",Midwest Conference Championships,"May 11, 2012"
