0,1,2,3,4,5
Grinnell College,332,328,660,84,t-13th
Jon Cohen,77,81,158,14,t-39th
Chris Marsho,81,77,158,14,t-39th
Max Herzberg,88,84,172,28,76th
Rockne Decoster,89,86,175,31,t-81st
Nirabh Koirala,86,91,177,33,85th
Travis Palmer#,95,91,186,42,t-92nd
