0,1,2,3,4,5
Grinnell College,354,362,716,140.0,8th
Jon Cohen,76,87,163,19.0,20th
Rockne Decoster,94,83,177,33.0,t-35th
Max Herzberg,97,92,189,45.0,44th
Nirabh Koirala,92,100,192,48.0,t-49th
Travis Palmer#,97,95,192,48.0,t-49th
Chris Marsho,92,wd,92,,
