Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2018 (Saturday)",12 pm,Home,Grinnell,,,,"W,20-13",Box ScoreRecapVideo
"September 8, 2018 (Saturday)",1 pm,Away,Carleton,,,,"L,23-44",Box ScoreRecapVideo
"September 22, 2018 (Saturday)",1 pm,Away,Lake Forest,,,,"L,34-35",Box ScoreRecapVideo
"September 29, 2018 (Saturday)",1 pm,Home,Monmouth (Ill.),,,,"L,0-49",Box ScoreRecapVideo
"October 6, 2018 (Saturday)",1 pm,Home,Chicago,,,,"L,0-49",Box ScoreRecapVideo
"October 13, 2018 (Saturday)",12 pm,Away,Macalester,,,,"L,21-47",Box ScoreRecapVideoLive stats
"October 20, 2018 (Saturday)",6 pm,Home,St. Norbert,,,,"L,0-46",Box ScoreRecapVideo
"October 27, 2018 (Saturday)",1 pm,Home,Beloit,,,,"W,32-27",Box ScoreRecapVideo
"November 3, 2018 (Saturday)",1 pm,Away,Ripon,,,,"L,0-52",Box ScoreRecapVideo
"November 10, 2018 (Saturday)",1 pm,Home,Cornell College,,,,"L,6-13",Box ScoreRecapVideo
