Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"February 27, 2021 (Saturday)",12:00 PM,Home,Simpson College,"Jacksonville, Ill.",,,"L,3-7",Box ScoreRecap
"February 27, 2021 (Saturday)",3:00 PM,Home,Simpson College,"Jacksonville, Ill.",,,"L,4-8",Box ScoreRecap
"March 3, 2021 (Wednesday)",1:30 PM,Home,Eureka College,"Jacksonville, Ill.",,,"W,16-6",Box ScoreRecap
"March 6, 2021 (Saturday)",11:30 AM,Home,Loras College,"Jacksonville, Ill.",,,"L,5-15",Box ScoreRecap
"March 7, 2021 (Sunday)",11:00 AM,Home,Augustana College (IL),"Jacksonville, Ill.",,,"L,10-12",Box ScoreRecap
"March 7, 2021 (Sunday)",2:00 PM,Home,Augustana College (IL),"Jacksonville, Ill.",,,"L,4-11",Box ScoreRecap
"March 12, 2021 (Friday)",12:00 PM,Home,Coe College,"Jacksonville, Ill.",,,"L,1-3",Box ScoreRecap
"March 12, 2021 (Friday)",3:00 PM,Home,Coe College,"Jacksonville, Ill.",,,"L,3-13",Box ScoreRecap
"March 13, 2021 (Saturday)",12:00 PM,Home,Loras College,"Jacksonville, Ill.",,,"L,2-3",Box ScoreRecap
"March 13, 2021 (Saturday)",3:00 PM,Home,Loras College,"Jacksonville, Ill.",,,"L,6-11",Box ScoreRecap
"March 28, 2021 (Sunday)",1:00 PM,Away,University of Chicago,"Chicago, IL",,,"W,2-0",Box ScoreRecap
"March 28, 2021 (Sunday)",3:00 PM,Away,University of Chicago,"Chicago, IL",,,"W,10-7",Box ScoreRecap
"April 3, 2021 (Saturday)",12:00 PM,Home,Knox College,"Jacksonville, Ill.",,,"W,11-4",Box ScoreRecap
"April 3, 2021 (Saturday)",2:30 PM,Home,Knox College,"Jacksonville, Ill.",,,"W,16-0",Box ScoreRecap
"April 9, 2021 (Friday)",12:00 PM,Away,Monmouth College,"Monmouth, IL",,,"L,3-8",Box ScoreRecap
"April 9, 2021 (Friday)",2:30 PM,Away,Monmouth College,"Monmouth, IL",,,"W,6-5",Box ScoreRecap
"April 17, 2021 (Saturday)",12:00 PM,Home,Grinnell College,"Jacksonville, Ill.",,,"W,9-8",Box ScoreRecap
"April 17, 2021 (Saturday)",2:30 PM,Home,Grinnell College,"Jacksonville, Ill.",,,"W,15-11",Box ScoreRecap
"April 18, 2021 (Sunday)",2:00 PM,Away,Cornell College,"Mount Vernon, IA",,,"W,21-13",Box ScoreRecap
"April 18, 2021 (Sunday)",4:30 PM,Away,Cornell College,"Mount Vernon, IA",,,"L,9-29",Box ScoreRecap
"April 22, 2021 (Thursday)",12:00 PM,Away,Knox College,"Galesburg, IL",,,"W,18-13",Box ScoreRecap
"April 22, 2021 (Thursday)",2:30 PM,Away,Knox College,"Galesburg, IL",,,"W,12-7",Box ScoreRecap
"April 24, 2021 (Saturday)",TBA,Home,Monmouth College,"Jacksonville, Ill.",,,Postponed,
"April 24, 2021 (Saturday)",2:45 PM,Home,Monmouth College,"Jacksonville, Ill.",,,"L,11-21",Box ScoreRecap
"April 25, 2021 (Sunday)",12:00 PM,Away,Monmouth College,"Monmouth, IL",,,"L,6-12",Box ScoreRecap
"April 25, 2021 (Sunday)",2:30 PM,Away,Monmouth College,"Monmouth, IL",,,"W,14-13",Box ScoreRecap
"May 1, 2021 (Saturday)",12:00 PM,Home,Cornell College,"Jacksonville, Ill.",,,"W,12-11",Box ScoreRecap
"May 1, 2021 (Saturday)",2:30 PM,Home,Cornell College,"Jacksonville, Ill.",,,"W,19-9",Box ScoreRecap
"May 2, 2021 (Sunday)",1:00 PM,Away,Cornell College,"Mount Vernon, IA",,,"W,12-8",Box ScoreRecap
"May 2, 2021 (Sunday)",3:30 PM,Away,Cornell College,"Mount Vernon, IA",,,"L,8-15",Box ScoreRecap
"May 5, 2021 (Wednesday)",4:00 PM,Home,Knox College,,,,"W,9-8",Box ScoreRecap
"May 5, 2021 (Wednesday)",7:00 PM,Home,Knox College,,,,"W,14-4",Box ScoreRecap
"May 8, 2021 (Saturday)",11:30 AM,Home,Grinnell College,"Jacksonville, Ill.",,,"W,5-4",Box ScoreRecap
"May 8, 2021 (Saturday)",2:00 PM,Home,Grinnell College,"Jacksonville, Ill.",,,"L,5-6",Box ScoreRecap
"May 9, 2021 (Sunday)",12:00 PM,Away,Grinnell College,"Grinnell, IA",,,"L,4-7",Box ScoreRecap
"May 9, 2021 (Sunday)",2:30 PM,Away,Grinnell College,"Grinnell, IA",,,"L,7-8",Box ScoreRecap
"May 17, 2021 (Monday)",6:30 PM,Home,Monmouth College,"Jacksonville, Ill.",,,"W,10-8",Box ScoreRecap
"May 22, 2021 (Saturday)",10:00 AM,Away,Beloit College,"Beloit, WI",,,"W,6-3",Box ScoreRecapChampionship ProgramPhotos
"May 22, 2021 (Saturday)",12:30 PM,Away,Beloit College,"Beloit, WI",,,"W,8-1",Box ScoreRecapChampionship ProgramPhotos
"May 27, 2021 (Thursday)",10:00 AM,Neutral,Washington University in St. Louis,"Decatur, Ill.",,,"L,0-2",Box ScoreRecapChampionship Program
"May 28, 2021 (Friday)",12:45 AM,Neutral,Transylvania University,"Decatur, Ill.",,,"L,6-11",Box ScoreRecapChampionship Program
