Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2023 (Friday)",2:00 p.m.,Home,Wisconsin Lutheran College,"Ripon, Wis.",,,"L,0-2",Box ScoreRecap
"September 2, 2023 (Saturday)",3:00 p.m.,Home,Northland College,"Ripon, Wis.",,,"W,5-0",Box ScoreRecap
"September 6, 2023 (Wednesday)",4:30 p.m.,Home,Concordia University Chicago,"Ripon, Wis.",,,"W,2-0",Box ScoreRecap
"September 10, 2023 (Sunday)",12:00 p.m.,Away,Elmhurst University,"Elmhurst, Ill.",,,"T,0-0",Box ScoreRecap
"September 13, 2023 (Wednesday)",3:00 p.m.,Home,Great Lakes Christian College,"Ripon, Wis.",,,"W,2-0",Box ScoreRecap
"September 16, 2023 (Saturday)",11:00 a.m.,Home,Buena Vista University,"Ripon, Wis./Prairie Field",,,"W,4-1",Box ScoreRecap
"September 18, 2023 (Monday)",4:00 p.m.,Home,Edgewood College,"Ripon, Wis./Prairie Field",,,"T,0-0",Box ScoreRecap
"September 23, 2023 (Saturday)",11:00 a.m.,Home,Illinois College,"Ripon, Wis./Prairie Field",,,"T,1-1",Box ScoreRecap
"September 26, 2023 (Tuesday)",4:30 p.m.,Home,Lake Forest College,"Ripon, Wis./Prairie Field",,,"L,0-1",Box ScoreRecap
"September 30, 2023 (Saturday)",11:00 a.m.,Away,Grinnell College,"Grinnell, Iowa",,,"L,0-3",Box ScoreRecap
"October 7, 2023 (Saturday)",11:00 a.m.,Away,Beloit College,"Beloit, Wis.",,,"L,0-1",Box ScoreRecap
"October 10, 2023 (Tuesday)",3:30 p.m.,Away,Maranatha Baptist  University,"Watertown, Wis.",,,"W,3-0",Box ScoreRecap
"October 14, 2023 (Saturday)",12:00 p.m.,Home,Cornell College,"Ripon, Wis./Hopp Stadium",,,"W,1-0",Box ScoreRecap
"October 21, 2023 (Saturday)",9:00 a.m.,Home,Monmouth College,"Ripon, Wis./Hopp Stadium",,,"L,0-3",Box ScoreRecap
"October 25, 2023 (Wednesday)",4:30 p.m.,Away,Lawrence University,"Appleton, Wis.",,,"L,0-1",Box ScoreRecap
"October 28, 2023 (Saturday)",11:00 a.m.,Away,Knox College,"Galesburg, Ill.",,,"W,1-0",Box ScoreRecap
"October 31, 2023 (Tuesday)",4:00 p.m.,Home,Mount Mary University,"Ripon, Wis./Hopp Stadium",,,"W,5-0",Box ScoreRecap
