Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"March 12, 2023 (Sunday)",11:30 AM ET,Neutral,Lasell,"Auburndale, Fla./ Auburndale",,,The Spring Games,"L,6-8",Box ScoreRecap
"March 12, 2023 (Sunday)",2 PM ET,Neutral,St. Joseph's-Long Island,"Auburndale, Fla./ Auburndale",,,The Spring Games,"L,3-5",Box ScoreRecap
"March 13, 2023 (Monday)",9 AM ET,Neutral,Augsburg,"Auburndale, Fla./ Auburndale",,,The Spring Games,"L,4-5",Box ScoreRecap
"March 13, 2023 (Monday)",11:30 AM ET,Neutral,Hamilton,"Auburndale, Fla./ Auburndale",,,The Spring Games,"L,4-13",Box ScoreRecap
"March 14, 2023 (Tuesday)",2 PM ET,Neutral,Lakeland,"Winter Haven, Fla./DiamondPlex 2",,,The Spring Games,"L,1-6",Box ScoreRecap
"March 14, 2023 (Tuesday)",4:30 PM ET,Neutral,St. Scholastica,"Winter Haven, Fla./DiamondPlex 2",,,The Spring Games,"L,1-6",Box ScoreRecap
"March 16, 2023 (Thursday)",2 PM ET,Neutral,Plymouth State,"Clermont, Fla./ Hancock Complex Field 5",,,The Spring Games,"L,7-8(9 inn.)",Box ScoreRecap
"March 16, 2023 (Thursday)",4:30 PM ET,Neutral,Fredonia,"Clermont, Fla./ Hancock Complex Field 5",,,The Spring Games,"W,11-5",Box ScoreRecap
"March 17, 2023 (Friday)",9 AM ET,Neutral,Minnesota-Morris,"Winter Haven, Fla./DiamondPlex 2",,,The Spring Games,"L,4-8",Box ScoreRecap
"March 17, 2023 (Friday)",11:30 AM ET,Neutral,Roger Williams,"Winter Haven, Fla./DiamondPlex 2",,,The Spring Games,"L,1-11(5 inn.)",Box ScoreRecap
"March 21, 2023 (Tuesday)",3 PM,Home,Rockford,"Beloit, Wis./Strong Complex Softball Field",,,,"L,2-3",Box ScoreRecap
"March 21, 2023 (Tuesday)",5 PM,Home,Rockford,"Beloit, Wis./Strong Complex Softball Field",,,,"W,11-9",Box ScoreRecap
"March 24, 2023 (Friday)",3:00 PM,Home,Alverno,"Beloit, Wis./Strong Complex Softball Field",,,,"W,4-3",Box ScoreRecap
"March 24, 2023 (Friday)",5:00 PM,Home,Alverno,"Beloit, Wis./Strong Complex Softball Field",,,,"W,3-2(5 inn.)",Box ScoreRecap
"April 2, 2023 (Sunday)",1 PM,Home,Mount Mary (Friends & Family),"Beloit, Wis./Strong Complex Softball Field",,,,"W,5-0",Box ScoreRecap
"April 2, 2023 (Sunday)",3 PM,Home,Mount Mary (Friends & Family),"Beloit, Wis./Strong Complex Softball Field",,,,"W,17-7(5 inn.)",Box ScoreRecap
"April 3, 2023 (Monday)",3 PM,Home,Maranatha Baptist,/Strong Complex Softball Field,,,,"W,17-0(5 inn.)",Box ScoreRecap
"April 3, 2023 (Monday)",5 PM,Home,Maranatha Baptist,/Strong Complex Softball Field,,,,"W,9-1(6 inn.)",Box ScoreRecap
"April 7, 2023 (Friday)",3 PM,Home,Illinois College,"Beloit, Wis./Strong Complex Softball Field",,,,"L,0-9(5 inn.)",Box ScoreRecap
"April 7, 2023 (Friday)",5 PM,Home,Illinois College,"Beloit, Wis./Strong Complex Softball Field",,,,"L,1-12(5 inn.)",Box ScoreRecap
"April 8, 2023 (Saturday)",1 PM,Home,Knox,"Beloit, Wis./Strong Complex Softball Field",,,,"L,1-5",Box ScoreRecap
"April 8, 2023 (Saturday)",3 PM,Home,Knox,"Beloit, Wis./Strong Complex Softball Field",,,,"L,1-3(8 inn.)",Box ScoreRecap
"April 14, 2023 (Friday)",6 PM,Away,Cornell (Iowa),"Mount Vernon, Iowa",,,,"L,0-1",Box ScoreRecap
"April 14, 2023 (Friday)",8 PM,Away,Cornell (Iowa),"Mount Vernon, Iowa",,,,"L,4-5",Box ScoreRecap
"April 20, 2023 (Thursday)",3 PM,Home,Elmhurst,"Beloit, Wis./Strong Complex Softball Field",,,,"L,2-15(5 inn.)",Box ScoreRecap
