Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"March 20, 2000 (Monday)",,Neutral,Naugatuck Valley CC,"Ft. Pierce, Fla.",,,,"W,11-1",
"March 20, 2000 (Monday)",,Neutral,St. Scholastica,"Ft. Pierce, Fla.",,,,"L,2-12",
"March 21, 2000 (Tuesday)",,Neutral,Earlham,"Ft. Pierce, Fla.",,,,"W,14-0",
"March 21, 2000 (Tuesday)",,Neutral,Asbury College (Ky.),"Ft. Pierce, Fla.",,,,"L,4-7",
"March 22, 2000 (Wednesday)",,Neutral,Northwood,"Ft. Pierce, Fla.",,,,"L,0-11",
"March 23, 2000 (Thursday)",,Neutral,St. Scholastica,"Ft. Pierce, Fla.",,,,"L,5-14",
"March 23, 2000 (Thursday)",,Neutral,Hilbert College,"Ft. Pierce, Fla.",,,,"W,7-1",
"March 25, 2000 (Saturday)",,Neutral,Asbury College (Ky.),"Ft. Pierce, Fla.",,,,"W,18-5",
"March 27, 2000 (Monday)",,Neutral,Judson,"Ft. Pierce, Fla.",,,,"L,1-2",
"March 27, 2000 (Monday)",,Neutral,Judson,"Ft. Pierce, Fla.",,,,"W,4-1",
"March 28, 2000 (Tuesday)",,Neutral,Judson,"Ft. Pierce, Fla.",,,,"W,1-0",
"March 28, 2000 (Tuesday)",,Neutral,Trinity Christian,"Ft. Pierce, Fla.",,,,"W,7-2",
"April 9, 2000 (Sunday)",,Away,Macalester,"St. Paul, MN",,,,"L,6-7",
"April 9, 2000 (Sunday)",,Away,Macalester,"St. Paul, MN",,,,"L,5-6",
"April 13, 2000 (Thursday)",,Away,Knox,"Galesburg, Ill.",,,,"W,9-5",
"April 13, 2000 (Thursday)",,Away,Knox,"Galesburg, Ill.",,,,"W,20-4",
"April 15, 2000 (Saturday)",,Home,KNOX,"Grinnell, IA",,,,"L,7-8",
"April 15, 2000 (Saturday)",,Home,KNOX,"Grinnell, IA",,,,"W,11-5",
"April 19, 2000 (Wednesday)",,Away,Monmouth,"Monmouth, IL",,,,"W,1-0",
"April 19, 2000 (Wednesday)",,Away,Monmouth,"Monmouth, IL",,,,"L,4-11",
"April 22, 2000 (Saturday)",,Home,MONMOUTH,"Grinnell, IA",,,,"W,4-3",
"April 22, 2000 (Saturday)",,Home,MONMOUTH,"Grinnell, IA",,,,"W,9-2",
"April 26, 2000 (Wednesday)",,Home,CENTRAL,"Grinnell, IA",,,,"W,5-2",
"April 26, 2000 (Wednesday)",,Home,CENTRAL,"Grinnell, IA",,,,"L,4-9",
"April 28, 2000 (Friday)",,Away,Illinois College,"Jacksonville, IL",,,,"W,6-5",
"April 28, 2000 (Friday)",,Away,Illinois College,"Jacksonville, IL",,,,"L,2-9",
"April 29, 2000 (Saturday)",,Away,Illinois College,"Jacksonville, IL",,,,"W,8-0",
"April 29, 2000 (Saturday)",,Away,Illinois College,"Jacksonville, IL",,,,"W,8-5",
"May 6, 2000 (Saturday)",,Home,COE,"Grinnell, IA",,,,"W,4-0",
"May 12, 2000 (Friday)",,Home,RIPON,"Grinnell, IA",,,Midwest Conference Tournament,"L,2-7",
"May 12, 2000 (Friday)",,Home,ST. NORBERT,"Grinnell, IA",,,Midwest Conference Tournament,"L,7-13",
