Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Luhmann, Emma",SO-2,38:30.84,16 Midwest Conference Championships,"May 13, 2016"
,"Campbell, Paulina",SR-4,38:35.82,16 Midwest Conference Championships,"May 13, 2016"
,"Zimmerman, Emma",SO-2,38:43.60,16 Midwest Conference Championships,"May 13, 2016"
