Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Kessel, Hanna",FR-1,12.7,Embry-Riddle Spike's Classic - Collegiate,"Apr 1, 2016",1.6
,"Kessel, Hanna",FR-1,13.16,Grinnell College Dick Young Classic,"Apr 23, 2016",2.8
,"Maddaus, Jordan",FR-1,13.21,Monmouth College Fighting Scots Outdoor,"May 7, 2016",0.9
,"Bresette-Buccino, Nora",SR-4,14.19,Grinnell College Dick Young Classic,"Apr 23, 2016",2.3
,"Bresnahan, Cara",FR-1,14.32,2016 Kip Janvrin Open,"Apr 28, 2016",0.4
,"Schmiechen, Alex",JR-3,14.51,Grinnell College Dick Young Classic,"Apr 23, 2016",2.3
,"Haralalka, Vedica",FR-1,14.66,Grinnell College Dick Young Classic,"Apr 23, 2016",2.8
