Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 24, 1970 (Thursday)",,Away,MacMurray College,"Jacksonville, IL",,,"L,1-3",
"September 26, 1970 (Saturday)",,Home,Wabash College,"Lake Forest, IL",,,"W,7-0",
"September 30, 1970 (Wednesday)",,Home,Rockford University,"Lake Forest, IL",,,"W,9-0",
"October 2, 1970 (Friday)",,Away,Hope College,"Holland, MI",,,"W,3-2",
"October 7, 1970 (Wednesday)",,Home,Maryknoll Seminary,"Lake Forest, IL",,,"W,5-1",
"October 10, 1970 (Saturday)",,Home,Earlham College,"Lake Forest, IL",,,"L,0-1",
"October 16, 1970 (Friday)",,Away,Aurora University,"Aurora, IL",,,"W,3-1",
"October 23, 1970 (Friday)",,Home,Principia College,"Lake Forest, IL",,,"W,3-1",
"October 28, 1970 (Wednesday)",,Home,Wheaton College (Ill.),"Lake Forest, IL",,,"L,1-2(OT)",
"November 5, 1970 (Thursday)",,Away,DePauw University,"Greencastle, IN",,,"W,4-2",
