Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 23, 2023 (Wednesday)",6:00 PM,Away,Webster University,"St. Louis, Mo.",,,,,History
"August 26, 2023 (Saturday)",10:00 AM,Home,Scrimmage Quad,"Jacksonville, Ill.",,,,,History
"September 1, 2023 (Friday)",4:00 PM,Home,Luther College,"Jacksonville, Ill.",,,Illinois College Invitational,"W,3-0",Box ScoreRecap
"September 1, 2023 (Friday)",8:00 PM,Home,Concordia University Chicago,"Jacksonville, Ill.",,,Illinois College Invitational,"W,3-1",Box ScoreRecap
"September 2, 2023 (Saturday)",10:00 AM,Home,Earlham College,"Jacksonville, Ill.",,,Illinois College Invitational,"W,3-1",Box ScoreRecap
"September 2, 2023 (Saturday)",2:00 PM,Home,Anderson University (IN),"Jacksonville, Ill.",,,Illinois College Invitational,"W,3-0",Box ScoreRecap
"September 5, 2023 (Tuesday)",7:00 PM,Away,Greenville University,"Greenville, Ill.",,,,"L,2-3",Box ScoreRecap
"September 8, 2023 (Friday)",4:00 PM,Away,Coe College,"Cedar Rapids, Iowa",,,Coe College Invitational,"L,0-3",Box ScoreRecap
"September 8, 2023 (Friday)",6:00 PM,Neutral,Augustana College (IL),"Cedar Rapids, Iowa",,,Coe College Invitational,"L,1-3",Box ScoreRecapBoxscore
"September 9, 2023 (Saturday)",10:00 AM,Away,Cornell College,"Mount Vernon, IA",,,,"L,1-3",Box ScoreRecap
"September 12, 2023 (Tuesday)",7:00 PM,Away,Fontbonne University,"St. Louis, Mo.",,,,"W,3-2",Box ScoreRecap
"September 14, 2023 (Thursday)",7:00 PM,Away,Blackburn College,"Carlinville, Ill.",,,,"W,3-0",Box ScoreRecap
"September 22, 2023 (Friday)",3:30 PM,Away,Millikin University,"Decatur, Ill.",,,Millikin University Invitational,"L,0-3",Box ScoreRecap
"September 22, 2023 (Friday)",5:30 PM,Neutral,Hanover College,"Decatur, Ill.",,,Millikin University Invitational,"L,0-3",Box ScoreRecap
"September 23, 2023 (Saturday)",10:30 AM,Away,Illinois Wesleyan University,"Bloomington, Ill.",,,IWU Tournament,"L,0-3",Box ScoreRecap
"September 23, 2023 (Saturday)",1:00 PM,Neutral,Hope College,"Bloomington, Ill.",,,IWU Tournament,"L,1-3",Box ScoreRecap
"September 26, 2023 (Tuesday)",6:00 PM,Home,Webster University,"Jacksonville, Ill.",,,,"W,3-0",Box ScoreRecap
"September 29, 2023 (Friday)",7:00 PM,Home,Lawrence University,"Jacksonville, Ill.",,,,"W,3-0",Box ScoreRecap
"September 30, 2023 (Saturday)",1:00 PM,Home,Ripon College,"Jacksonville, Ill.",,,,"W,3-0",Box ScoreRecap
"October 6, 2023 (Friday)",6:00 PM,Neutral,Albion College,"Cambridge, Mass.",,,MIT Invitational,"L,1-3",Box ScoreRecap
"October 7, 2023 (Saturday)",11:00 ET,Away,Massachusetts Institute of Technology,"Cambridge, Mass.",,,MIT Invitational,"L,0-3",Box ScoreRecap
"October 7, 2023 (Saturday)",2:00 PM,Neutral,Swarthmore College,"Cambridge, Mass.",,,MIT Invitational,"W,3-1",Box ScoreRecap
"October 13, 2023 (Friday)",7:00 PM,Away,Grinnell College,"Grinnell, Iowa",,,,"W,3-0",Box ScoreRecap
"October 14, 2023 (Saturday)",1:00 PM,Away,Cornell College,"Mount Vernon, Iowa",,,,"L,1-3",Box ScoreRecap
"October 20, 2023 (Friday)",7:00 PM,Away,North Central College,"Naperville, Ill.",,,,"L,0-3",Box ScoreRecap
"October 21, 2023 (Saturday)",1:00 PM,Away,Lake Forest College,"Lake Forest, Ill.",,,,"W,3-0",Box ScoreRecap
"October 25, 2023 (Wednesday)",7:00 PM,Away,Knox College,"Galesburg, Ill.",,,,"W,3-0",Box ScoreRecap
"October 27, 2023 (Friday)",7:00 PM,Home,Monmouth College,"Jacksonville, Ill.",,,,"W,3-0",Box ScoreRecap
"November 1, 2023 (Wednesday)",7:00 PM,Home,Greenville University,"Jacksonville, Ill.",,,,"W,3-0",Box ScoreRecap
"November 4, 2023 (Saturday)",12:00 PM,Home,Beloit College,"Jacksonville, Ill.",,,,"W,3-0",Box ScoreRecap
"November 4, 2023 (Saturday)",4:00 PM,Home,Wartburg College,"Jacksonville, Ill.",,,,"W,3-1",Box ScoreRecap
"November 10, 2023 (Friday)",4:30 PM,Neutral,Lake Forest College,"Mount Vernon, Iowa",,,Midwest Conference Tournament,"W,3-0",Box ScoreRecap
"November 11, 2023 (Saturday)",1:00 PM,Away,Cornell College,"Mount Vernon, Iowa",,,Midwest Conference Tournament,"L,0-3",Box ScoreRecap
