Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 12, 1998 (Saturday)",,Away,UW-Oshkosh,"Oshkosh, Wis.",,,"L,42-10",
"September 19, 1998 (Saturday)",,Home,Carroll,"De Pere, Wis. - Minahan Stadium",,,"W,37-13",
"September 26, 1998 (Saturday)",,Away,Lawrence,"Appleton, Wis.",,,"W,40-28",
"October 3, 1998 (Saturday)",,Home,Ripon,"De Pere, Wis. - Minahan Stadium",,,"L,23-15",
"October 10, 1998 (Saturday)",,Away,Knox,"Galesburg, Ill.",,,"L,21-19",
"October 17, 1998 (Saturday)",,Away,Monmouth,"Monmouth, Ill.",,,"W,27-6",
"October 24, 1998 (Saturday)",,Home,Grinnell,"De Pere, Wis. - Minahan Stadium",,,"L,49-28",
"October 31, 1998 (Saturday)",,Away,Lake Forest,"Lake Forest, Ill.",,,"W,17-16",
"November 7, 1998 (Saturday)",,Home,Beloit,"De Pere, Wis. - Minahan Stadium",,,"L,24-21",
"November 14, 1998 (Saturday)",,Home,Illinois College,"De Pere, Wis. - Minahan Stadium",,,"W,41-0",
