Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 31, 2007 (Friday)",5:00 p.m.,Away,University of Wisconsin-Eau Claire,"Eau Claire, WI",,,"L,1-3",Recap
"September 5, 2007 (Wednesday)",7:45 p.m.,Home,University of Wisconsin - River Falls,Macalester Stadium,,,"W,3-1",Recap
"September 11, 2007 (Tuesday)",7:45 p.m.,Home,Carleton College,Macalester Stadium,,,"W,2-0",Recap
"September 15, 2007 (Saturday)",1:00 p.m.,Away,St. Catherine University,"St. Paul, MN",,,"W,3-0",Recap
"September 18, 2007 (Tuesday)",7:30 p.m.,Home,College of St. Scholastica,Macalester Stadium,,,"W,1-0",Recap
"September 21, 2007 (Friday)",4:00 p.m.,Away,St. Olaf College,"Northfield, MN",,,"W,3-1",Recap
"September 23, 2007 (Sunday)",5:00 p.m.,Home,Luther College,Macalester Stadium,,,"W,5-2",Recap
"September 28, 2007 (Friday)",7:45 p.m.,Home,Bethel University,Macalester Stadium,,,"W,2-0",Recap
"September 30, 2007 (Sunday)",3:00 p.m.,Home,Wartburg College,Macalester Stadium,,,"L,1-2",Recap
"October 3, 2007 (Wednesday)",7:30 p.m.,Away,Augsburg University,"Minneapolis, MN",,,"L,0-1",Recap
"October 6, 2007 (Saturday)",1:00 p.m.,Away,College of Saint Benedict,"St. Joseph, MN",,,"L,0-1",Recap
"October 9, 2007 (Tuesday)",4:00 p.m.,Away,Concordia College (Minn.),"Moorhead, MN",,,"L,1-2",Recap
"October 12, 2007 (Friday)",7:30 p.m.,Home,Saint Mary's University (Minn.),Macalester Stadium,,,"W,2-0",Recap
"October 16, 2007 (Tuesday)",7:30 p.m.,Away,University of St. Thomas,"St. Paul, MN",,,"T,1-1",Recap
"October 18, 2007 (Thursday)",7:45 p.m.,Home,Hamline University,Macalester Stadium,,,"W,5-1",Recap
"October 24, 2007 (Wednesday)",7:30 p.m.,Home,Gustavus Adolphus College,Macalester Stadium,,,"W,2-1",Recap
"October 30, 2007 (Tuesday)",3:00 p.m.,Away,Concordia College (Minn.),"Moorhead, MN",,,"L,0-2",Recap
