0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Luther Norse Classic,"Sep 4, 2021",2,87-83=170,+26,t-37th/70
Wartburg Fall Invite,"Sep 11-12, 2021",2,86-83=169,+25,t-67th/99
NCAA Women's D-III National Preview,"Sep 27, 2021",1,98,+26,89th/90
2021 SLIAC Women's Golf Championships,"Oct 9-10, 2021",2,95-89=184,+40,19th/39
SEASON TOTALS,SEASON TOTALS,7,621 Avg. 88.7,+17,-
