0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Luther Norse Classic,"Sep 4, 2021",2,79-78=157,+13,10th/70
Wartburg Fall Invite,"Sep 11-12, 2021",2,78-93=171,+27,t-71st/99
IWU Fall Classic,"Sept. 17-18, 2021",2,84-88=172,+28,t-85th/117
NCAA Women's D-III National Preview,"Sep 27, 2021",1,88,+16,t-81st/90
2021 SLIAC Women's Golf Championships,"Oct 9-10, 2021",2,82-82=164,+20,12th/39
SEASON TOTALS,SEASON TOTALS,9,752 Avg. 83.6,+12,-
