0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Luther Norse Classic,"Sep 4, 2021",2,77-78=155,+11,t-7th/70
Wartburg Fall Invite,"Sep 11-12, 2021",2,80-76=156,+12,t-34th/99
IWU Fall Classic,"Sept. 17-18, 2021",2,79-80=159,+15,t-33rd/117
NCAA Women's D-III National Preview,"Sep 27, 2021",1,83,+11,t-62nd/90
2021 SLIAC Women's Golf Championships,"Oct 9-10, 2021",2,80-76=156,+12,7th/39
Wartburg Spring Invite,"Apr 9-10, 2022",2,80-81=161,+21,t-15th/78
Grinnell Spring Invite,"Apr 30, 2022",1,78,+7,t-1st/15
SEASON TOTALS,SEASON TOTALS,12,948 Avg. 79.0,+7,-
