0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Luther Norse Classic,"Sep 4, 2021",2,70-74=144,E,t-1st/70
Wartburg Fall Invite,"Sep 11-12, 2021",2,72-76=148,+4,t-10th/99
IWU Fall Classic,"Sept. 17-18, 2021",2,81-79=160,+16,t-40th/117
NCAA Women's D-III National Preview,"Sep 27, 2021",1,76,+4,t-15th/90
2021 SLIAC Women's Golf Championships,"Oct 9-10, 2021",2,72-76=148,+4,2nd/39
Wartburg Spring Invite,"Apr 9-10, 2022",2,81-82=163,+23,20th/78
Grinnell Spring Invite,"Apr 30, 2022",1,85,+14,t-8th/15
SEASON TOTALS,SEASON TOTALS,12,924 Avg. 77.0,+5,-
