0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Luther Norse Classic,"Sep 4, 2021",2,78-80=158,+14,t-11th/70
Wartburg Fall Invite,"Sep 11-12, 2021",2,83-78=161,+17,t-49th/99
IWU Fall Classic,"Sept. 17-18, 2021",2,86-81=167,+23,t-64th/117
NCAA Women's D-III National Preview,"Sep 27, 2021",1,84,+12,t-65th/90
2021 SLIAC Women's Golf Championships,"Oct 9-10, 2021",2,74-78=152,+8,4th/39
Wartburg Spring Invite,"Apr 9-10, 2022",2,86-87=173,+33,t-33rd/78
Grinnell Spring Invite,"Apr 30, 2022",1,82,+11,6th/15
SEASON TOTALS,SEASON TOTALS,12,977 Avg. 81.4,+10,-
