Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 1, 2016 (Thursday)",7:00 pm,Away,Illinois Institute of Technology,"Chicago, IL",,,,"W,2-0",Box ScoreRecap
"September 3, 2016 (Saturday)",12:00 pm,Home,Westminster College (MO),"Galesburg, IL/Jorge Prats Field",,,,"W,2-0",Box ScoreRecap
"September 5, 2016 (Monday)",3:00 PM,Home,Wisconsin Lutheran College,"Galesburg, IL/Jorge Prats Field",,,,"W,7-0",Box ScoreRecap
"September 7, 2016 (Wednesday)",5:00 PM,Away,Blackburn College,"Carlinville, IL",,,,"W,6-0",Box ScoreRecap
"September 10, 2016 (Saturday)",2:00 PM,Away,Alverno College,"Milwaukee, WI",,,,"W,5-0",Box ScoreRecap
"September 11, 2016 (Sunday)",11:00 AM,Neutral,Lakeland College,"Milwaukee, WI",,,,"W,7-0",Box ScoreRecap
"September 17, 2016 (Saturday)",3:30 PM,Home,Fontbonne University,"Galesburg, IL/Jorge Prats Field",,,,"W,1-0",Box ScoreRecap
"September 18, 2016 (Sunday)",4:00 PM,Away,Coe College,"Cedar Rapids, IA",,,,"T,0-0",Box ScoreRecap
"September 21, 2016 (Wednesday)",5:00 PM,Home,Simpson College,"Galesburg, IL/Jorge Prats Field",,,,"W,3-0",Box ScoreRecap
"September 24, 2016 (Saturday)",3:30 PM,Away,Lawrence University,"Appleton, WI",,,,"W,8-0",Box ScoreRecap
"September 25, 2016 (Sunday)",3:30 pm,Away,Beloit College,"Beloit, WI",,,,"W,3-1",Box ScoreRecap
"October 1, 2016 (Saturday)",3:00 PM,Home,Monmouth College,"Galesburg, IL/Jorge Prats Field",,,,"W,7-1",Box ScoreRecap
"October 5, 2016 (Wednesday)",3:30 pm,Home,Illinois College,"Galesburg, IL/Jorge Prats Field",,,,"W,3-0",Box ScoreRecap
"October 8, 2016 (Saturday)",3:30 PM,Away,Grinnell College,"Grinnell, IA",,,,"W,1-0",Box ScoreRecap
"October 15, 2016 (Saturday)",3:30 pm,Home,Lake Forest College,"Galesburg, IL/Jorge Prats Field",,,,"W,3-0",Box ScoreRecap
"October 16, 2016 (Sunday)",3:30 PM,Home,Ripon College,"Galesburg, IL/Jorge Prats Field",,,,"W,1-0",Box ScoreRecap
"October 22, 2016 (Saturday)",3:30 PM,Away,Cornell College,"Mount Vernon, IA",,,,"W,1-0",Box ScoreRecap
"October 29, 2016 (Saturday)",1:30 PM,Home,St. Norbert College,"Galesburg, IL/Jorge Prats Field",,,,"W,2-0",Box ScoreRecap
"November 4, 2016 (Friday)",2:00 pm,Home,St. Norbert College,"Galesburg, IL/Jorge Prats Field",,,Midwest Conference Tournament,"W,2-1",Box ScoreRecap
"November 5, 2016 (Saturday)",2:00 PM,Home,Grinnell College,"Galesburg, IL/Jorge Prats Field",,,Midwest Conference Tournament,"W,1-0",Box ScoreRecap
"November 12, 2016 (Saturday)",11:00 am,Away,Washington University in St. Louis,"St. Louis, MO",,,NCAA Tournament,"L,0-3",Box ScoreRecap
