Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Taylor, Ava",SR-4,8.3,Dutch Athletic Classic,"Jan 17, 2025"
,"Crowe, Maile",SR-4,8.3,Grinnell Opener Invite,"Dec 6, 2024"
,"Landers, Rajanea",FR-1,8.31,Grinnell Opener Invite,"Dec 6, 2024"
,"Mayo, Lily",FR-1,8.32,Grinnell Opener Invite,"Dec 6, 2024"
,"Phillips, KaLanna",SO-2,8.54,Grinnell Opener Invite,"Dec 6, 2024"
,"Oden, Melanie",JR-3,8.76,Grinnell Opener Invite,"Dec 6, 2024"
,"Thompson, Klaire",SO-2,8.78,Dutch Athletic Classic,"Jan 17, 2025"
,"Goodman, Jessie",JR-3,8.91,Dutch Athletic Classic,"Jan 17, 2025"
,"Ovelar, Isis",FR-1,9.87,Grinnell Opener Invite,"Dec 6, 2024"
