Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Young, Jordan",SO-2,11.52m,"37' 9.5""",Wartburg Invitational,"Feb 18, 2012"
,"Young, Jordan",SO-2,11.38m,"37' 4""",Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Young, Jordan",SO-2,11.33m,"37' 2.25""",Wartburg Invitational,"Feb 18, 2012"
,"Young, Jordan",SO-2,11.32m,"37' 1.75""",Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Young, Jordan",SO-2,11.28m,"37' 0.25""",Darren Young Classic,"Feb 11, 2012"
,"Young, Jordan",SO-2,11.17m,"36' 7.75""",2012 Hilltop Invite,"Feb 4, 2012"
,"Young, Jordan",SO-2,11.14m,"36' 6.75""",Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Young, Jordan",SO-2,11.12m,"36' 5.75""",Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Young, Jordan",SO-2,11.09m,"36' 4.75""",2012 Hilltop Invite,"Feb 4, 2012"
,"Young, Jordan",SO-2,11.07m,"36' 4""",Darren Young Classic,"Feb 11, 2012"
,"Young, Jordan",SO-2,11.01m,"36' 1.5""",2012 Hilltop Invite,"Feb 4, 2012"
,"Young, Jordan",SO-2,10.96m,"35' 11.5""",Wartburg Invitational,"Feb 18, 2012"
,"Young, Jordan",SO-2,10.88m,"35' 8.5""",Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Young, Jordan",SO-2,10.76m,"35' 3.75""",Dutch Athletics Classic,"Jan 27, 2012"
,"Young, Jordan",SO-2,10.71m,"35' 1.75""",2012 Hilltop Invite,"Feb 4, 2012"
,"Young, Jordan",SO-2,10.70m,"35' 1.25""",Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Young, Jordan",SO-2,10.57m,"34' 8.25""",2012 Hilltop Invite,"Feb 4, 2012"
,"Young, Jordan",SO-2,10.47m,"34' 4.25""",Dutch Athletics Classic,"Jan 27, 2012"
,"Young, Jordan",SO-2,10.44m,"34' 3""",Dutch Athletics Classic,"Jan 27, 2012"
,"Young, Jordan",SO-2,10.35m,"33' 11.5""",Darren Young Classic,"Feb 11, 2012"
,"Young, Jordan",SO-2,10.24m,"33' 7.25""",2012 Hilltop Invite,"Feb 4, 2012"
,"Young, Jordan",SO-2,10.20m,"33' 5.75""",Dutch Athletics Classic,"Jan 27, 2012"
,"Young, Jordan",SO-2,10.05m,"32' 11.75""",Dutch Athletics Classic,"Jan 27, 2012"
,"Young, Jordan",SO-2,9.97m,"32' 8.5""",Dutch Athletics Classic,"Jan 27, 2012"
,"Kubicek, Heather",SR-4,9.38m,"30' 9.25""",Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Kubicek, Heather",SR-4,9.25m,"30' 4.25""",Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Kubicek, Heather",SR-4,9.24m,"30' 3.75""",Dutch Athletics Classic,"Jan 27, 2012"
,"Kubicek, Heather",SR-4,9.13m,"29' 11.5""",Dutch Athletics Classic,"Jan 27, 2012"
,"Kubicek, Heather",SR-4,9.08m,"29' 9.5""",Wartburg Invitational,"Feb 18, 2012"
,"Kubicek, Heather",SR-4,9.06m,"29' 8.75""",2012 Hilltop Invite,"Feb 4, 2012"
,"Kubicek, Heather",SR-4,9.00m,"29' 6.5""",Darren Young Classic,"Feb 11, 2012"
,"Kubicek, Heather",SR-4,8.91m,"29' 2.75""",Dutch Athletics Classic,"Jan 27, 2012"
,"Kubicek, Heather",SR-4,8.82m,"28' 11.25""",Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Kubicek, Heather",SR-4,8.74m,"28' 8.25""",Wartburg Invitational,"Feb 18, 2012"
,"Kubicek, Heather",SR-4,8.66m,"28' 5""",Darren Young Classic,"Feb 11, 2012"
,"Kubicek, Heather",SR-4,8.62m,"28' 3.5""",Darren Young Classic,"Feb 11, 2012"
,"Kubicek, Heather",SR-4,8.58m,"28' 1.75""",Dutch Athletics Classic,"Jan 27, 2012"
,"Kubicek, Heather",SR-4,8.55m,"28' 0.75""",Dutch Athletics Classic,"Jan 27, 2012"
,"Kubicek, Heather",SR-4,8.38m,"27' 6""",Wartburg Invitational,"Feb 18, 2012"
,"Kubicek, Heather",SR-4,8.23m,"27' 0""",2012 Hilltop Invite,"Feb 4, 2012"
,"Kubicek, Heather",SR-4,8.23m,"27' 0""",Dutch Athletics Classic,"Jan 27, 2012"
,"Kubicek, Heather",SR-4,8.08m,"26' 6.25""",2012 Hilltop Invite,"Feb 4, 2012"
,"Manley, Devon",FR-1,6.66m,"21' 10.25""",Wartburg Invitational,"Feb 18, 2012"
,"Manley, Devon",FR-1,6.33m,"20' 9.25""",Darren Young Classic,"Feb 11, 2012"
,"Manley, Devon",FR-1,6.30m,"20' 8""",Wartburg Invitational,"Feb 18, 2012"
,"Manley, Devon",FR-1,5.93m,"19' 5.5""",Wartburg Invitational,"Feb 18, 2012"
