Unnamed: 0,Time,Athletes,Meet,Meet Date
,4:03.72,"Ajinjeru, Miller, Burnell, Miller",Iowa State Qualifier,"Mar 3, 2012"
,4:04.33,"Miller, Miller, Ajinjeru, Burnell",Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,4:06.53,"Ajinjeru, Jensen, Miller, Burnell",Wartburg Invitational,"Feb 18, 2012"
,4:13.92,"Miller, Ajinjeru, Burnell, Jensen",2012 Hilltop Invite,"Feb 4, 2012"
,4:20.05,"Jensen, Ajinjeru, Rudy, Pinnette",Darren Young Classic,"Feb 11, 2012"
,4:34.56,"Clennon, Pinnette, Gartner, Rudy",Wartburg Invitational,"Feb 18, 2012"
