Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Graber, Sachi",JR-3,2.90m,"9' 6.25""",2012 Hilltop Invite,"Feb 4, 2012"
,"Graber, Sachi",SR-4,2.89m,"9' 5.75""",Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Goldman, Elsa",FR-1,2.75m,"9' 0.25""",Wartburg Invitational,"Feb 18, 2012"
,"Carlson, Athena",FR-1,2.75m,"9' 0.25""",Wartburg Invitational,"Feb 18, 2012"
,"Graber, Sachi",SR-4,2.75m,"9' 0.25""",Wartburg Invitational,"Feb 18, 2012"
,"Graber, Sachi",SR-4,2.75m,"9' 0.25""",Darren Young Classic,"Feb 11, 2012"
,"Carlson, Athena",FR-1,2.75m,"9' 0.25""",Darren Young Classic,"Feb 11, 2012"
,"Carlson, Athena",FR-1,2.74m,"8' 11.75""",Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Hunt, Alyse",FR-1,2.60m,"8' 6.25""",Darren Young Classic,"Feb 11, 2012"
,"Goldman, Elsa",FR-1,2.60m,"8' 6.25""",Wartburg Invitational,"Feb 18, 2012"
,"Graber, Sachi",SR-4,2.60m,"8' 6.25""",Dutch Athletics Classic,"Jan 27, 2012"
,"Graber, Sachi",SR-4,2.60m,"8' 6.25""",Darren Young Classic,"Feb 11, 2012"
,"Goldman, Elsa",FR-1,2.60m,"8' 6.25""",Darren Young Classic,"Feb 11, 2012"
,"Carlson, Athena",FR-1,2.60m,"8' 6.25""",Darren Young Classic,"Feb 11, 2012"
,"Graber, Sachi",JR-3,2.60m,"8' 6.25""",2012 Hilltop Invite,"Feb 4, 2012"
,"Hunt, Alyse",FR-1,2.45m,"8' 0.5""",Darren Young Classic,"Feb 11, 2012"
,"Goldman, Elsa",FR-1,2.45m,"8' 0.5""",Darren Young Classic,"Feb 11, 2012"
,"Goldman, Elsa",FR-1,2.45m,"8' 0.5""",2012 Hilltop Invite,"Feb 4, 2012"
,"Graber, Sachi",SR-4,2.45m,"8' 0.5""",Dutch Athletics Classic,"Jan 27, 2012"
,"Goldman, Elsa",FR-1,2.30m,"7' 6.5""",Darren Young Classic,"Feb 11, 2012"
,"Goldman, Elsa",FR-1,2.30m,"7' 6.5""",2012 Hilltop Invite,"Feb 4, 2012"
,"Hunt, Alyse",FR-1,2.30m,"7' 6.5""",Darren Young Classic,"Feb 11, 2012"
,"Hunt, Alyse",,2.15m,"7' 0.5""",2012 Hilltop Invite,"Feb 4, 2012"
,"Goldman, Elsa",FR-1,2.15m,"7' 0.5""",2012 Hilltop Invite,"Feb 4, 2012"
,"Hunt, Alyse",FR-1,2.15m,"7' 0.5""",Darren Young Classic,"Feb 11, 2012"
,"Goldman, Elsa",FR-1,2.15m,"7' 0.5""",Darren Young Classic,"Feb 11, 2012"
