Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Leisher, Ilem",FR-1,16.53,Grinnell College Dick Young Classic,"Apr 20, 2024",0.8
,"James, Xavier",JR-3,17.04,2024 Kip Janvrin Open,"Apr 25, 2024",0.5
