Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 16, 1987 (Wednesday)",,Away,Beloit College,"Beloit, WI",,,"W,3-1",
"September 19, 1987 (Saturday)",,Away,Ripon College,"Ripon, WI",,,"W,3-1",
"September 26, 1987 (Saturday)",,Home,Knox College,"Lake Forest, IL",,,"T,0-0(2OT)",
"October 1, 1987 (Thursday)",,Home,Beloit College,"Lake Forest, IL",,,"W,3-1",
"October 3, 1987 (Saturday)",,Away,St. Norbert College,De Pere. WI,,,"L,0-1(OT)",
"October 4, 1987 (Sunday)",,Home,Lawrence University,"Lake Forest, IL",,,"W,2-1(OT)",
"October 6, 1987 (Tuesday)",,Away,University of Chicago,"Chicago, IL",,,"W,5-2",
"October 10, 1987 (Saturday)",,Home,Ripon College,"Lake Forest, IL",,,"L,0-3",
"October 16, 1987 (Friday)",,Away,Lawrence University,"Appleton, WI",,,"W,5-4",
"October 17, 1987 (Saturday)",,Home,St. Norbert College,"Lake Forest, IL",,,"L,0-3",
"October 23, 1987 (Friday)",,Away,Kalamazoo College,"Kalamazoo, MI",,,"L,0-5",
"October 24, 1987 (Saturday)",,Home,Principia College,"Lake Forest, IL",,,"W,2-1",
"October 27, 1987 (Tuesday)",,Home,University of Chicago,"Lake Forest, IL",,,"W,3-0",
"October 31, 1987 (Saturday)",,Away,Quincy University,"Quincy, IL",,,"L,0-1",
