Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Kolacia, Nate",FR-1,3:57.45,Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,"Krauth, Sam",SR-4,4:03.76,Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,"Kolacia, Nate",FR-1,4:08.08,Cornell College Invitational,"Apr 6, 2013"
,"Krauth, Sam",SR-4,4:09.14,Central College Open,"Apr 20, 2013"
,"Kolacia, Nate",FR-1,4:09.53,Walt Disney World Invitational,"Mar 22, 2013"
,"Angel, Zach",SO-2,4:12.06,Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,"Angel, Zach",SO-2,4:18.55,Kip Janvrin Open,"Apr 25, 2013"
,"Angel, Zach",SO-2,4:20.26,Walt Disney World Invitational,"Mar 22, 2013"
,"Anderson, Doug",JR-3,4:38.26,2013 Monmouth Fighting Scots,"May 4, 2013"
,"Mothershead, Ben",FR-1,4:49.17,Central College Open,"Apr 20, 2013"
,"Chien, Jason",FR-1,5:28.27,Central College Open,"Apr 20, 2013"
,"Chien, Jason",FR-1,5:41.38,Cornell College Invitational,"Apr 6, 2013"
,"Fretheim, Arthur",JR-3,5:46.63,Walt Disney World Invitational,"Mar 22, 2013"
