Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 31, 2012 (Friday)",3:00 p.m.,Neutral,University of Wisconsin River Falls,"St. Paul, MN",,,Northwestern ACR Homes Tournament,"L,0-3(17-25, 11-25, 16-25)",Box Score
"August 31, 2012 (Friday)",5:00 p.m.,Neutral,Buena Vista University,"St. Paul, MN",,,Northwestern ACR Homes Tournament,"L,0-3(24-26, 19-25, 23-25)",Box Score
"September 1, 2012 (Saturday)",10:00 a.m.,Away,Northwestern College (MN),"St. Paul, MN",,,Northwestern ACR Homes Tournament,"L,0-3(11-25, 14-25, 18-25)",Box Score
"September 1, 2012 (Saturday)",12:00 p.m.,Neutral,Wisconsin Lutheran College,"St. Paul, MN",,,Northwestern ACR Homes Tournament,"W,3-2(18-25, 25-16, 21-25, 25-21, 15-11)",Box Score
"September 4, 2012 (Tuesday)",7:00 p.m.,Away,Wartburg College,"Waverly, IA",,,,"L,0-3(13-25, 12-25, 13-25)",Box ScoreRecap
"September 7, 2012 (Friday)",12:300 p.m.,Neutral,Mills College (Calif.),"Thousand Oaks, CA",,,Cal Lu Fornia Invitational,"W,3-0(25-15, 25-12, 23-15)",Box ScoreRecap
"September 7, 2012 (Friday)",3:00 p.m.,Neutral,University of Redlands,"Thousand Oaks, CA",,,Cal Lu Fornia Invitational,"L,0-3(22-25, 11-25, 19-25)",Box ScoreRecap
"September 8, 2012 (Saturday)",4:00 PM,Neutral,Chapman University,"Thousand Oaks, CA",,,Cal Lu Fornia Invitational,"L,0-3(11-25, 11-25, 19-25)",Box ScoreRecap
"September 8, 2012 (Saturday)",6:00 p.m.,Neutral,Occidental College,"Thousand Oaks, CA",,,Cal Lu Fornia Invitational,"L,0-3(15-25, 24-26, 12-25)",Box ScoreRecap
"September 14, 2012 (Friday)",6:00 p.m.,Away,Simpson College,"Indianola, IA",,,Simpson Tournament,"L,0-3(13-25, 8-25, 25-27)",Box ScoreRecap
"September 14, 2012 (Friday)",8:00 p.m.,Neutral,Nebraska Wesleyan University,"Indianola, IA",,,Simpson Tournament,"L,0-3(17-25, 17-25, 15-25)",Box ScoreRecap
"September 15, 2012 (Saturday)",10:00 a.m.,Neutral,Coe College,"Indianola, IA",,,Simpson Tournament,"L,0-3(12-25, 21-25, 19-25)",Box ScoreRecap
"September 15, 2012 (Saturday)",12:15 p.m.,Neutral,College of Saint Benedict,"Indianola, IA",,,Simpson Tournament,"L,0-3(22-25, 10-25, 20-25)",Box ScoreRecap
"September 21, 2012 (Friday)",8:00 p.m.,Home,Rockford College,"Grinnell, IA/Darby Gymnasium",,,Grinnell Tournament,"L,2-3(17-25, 22-25, 25-23, 25-23, 15-17)",Box ScoreRecap
"September 22, 2012 (Saturday)",Noon,Home,Coe College,"Grinnell, IA/Darby Gymnasium",,,Grinnell Tournament,"L,1-3(19-25, 22-25, 25-18, 23-25)",Box ScoreRecap
"September 22, 2012 (Saturday)",4:00 p.m.,Home,Central College,"Grinnell, IA/Darby Gymnasium",,,Grinnell Tournament,"L,2-3(25-23, 20-25, 28-26, 20-25, 12-15)",Box ScoreRecap
"September 25, 2012 (Tuesday)",7:00 p.m.,Home,Monmouth College,"Grinnell, IA/Darby Gymnasium",,,,"L,0-3(12-25, 28-30, 18-25)",Box ScoreRecap
"September 29, 2012 (Saturday)",11:00 a.m.,Home,Knox College,"Grinnell, IA/Darby Gymnasium",,,Play For the Cure,"W,3-0(25-11, 25-20, 25-22)",Box ScoreRecap
"September 29, 2012 (Saturday)",3:00 p.m.,Home,Simpson College,"Grinnell, IA/Darby Gymnasium",,,Play For the Cure,"L,2-3(28-26, 25-23, 19-25, 12-25, 18-20)",Box ScoreRecap
"October 2, 2012 (Tuesday)",7:00 p.m.,Away,Cornell College,"Mount Vernon, IA",,,,"L,0-3(12-25, 11-25, 17-25)",Box ScoreRecap
"October 5, 2012 (Friday)",7:00 p.m.,Away,Lake Forest College,"Lake Forest, IL",,,,"L,0-3(21-25, 18-25, 15-25)",Box ScoreRecap
"October 6, 2012 (Saturday)",1:00 p.m.,Away,Beloit College,"Beloit, WI",,,,"W,3-0(25-17, 25-11, 26-24)",Box ScoreRecap
"October 10, 2012 (Wednesday)",7:30 p.m.,Away,William Penn University (Iowa),"Oskaloosa, IA",,,,"L,0-3(17-25, 27-29, 13-25)",Box ScoreRecap
"October 13, 2012 (Saturday)",11:00 a.m.,Home,Illinois College,"Grinnell, IA/Darby Gymnasium",,,,"L,2-3(18-25, 25-15, 18-25, 26-24, 10-15)",Box ScoreRecap
"October 19, 2012 (Friday)",7:00 p.m.,Away,Ripon College,"Ripon, WI",,,,"W,3-2(12-25, 25-19, 25-23, 15-25, 15-8)",Box ScoreRecap
"October 20, 2012 (Saturday)",1:00 p.m.,Away,Carroll University,"Waukesha, Wi",,,,"W,3-1(25-23, 26-24, 21-25, 26-24)",Box ScoreRecap
"October 26, 2012 (Friday)",7:00 p.m.,Home,St. Norbert College,"Grinnell, IA/Darby Gymnasium",,,,"L,0-3(20-25, 12-25, 14-25)",Box ScoreRecap
"October 27, 2012 (Saturday)",1:00 p.m.,Home,Lawrence University (Senior Day),"Grinnell, IA/Darby Gymnasium",,,,"W,3-1(25-21, 25-21, 17-25, 25-21)",Box ScoreRecap
