Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"March 10, 1987 (Tuesday)",,Away,Wartburg,"Waverly, IA",,,"W,9-0",
"March 24, 1987 (Tuesday)",,Neutral,University of Akron,"Kissimmee, FL",,,"L,2-7",
"March 25, 1987 (Wednesday)",,Neutral,Oberlin,"Kissimmee, FL",,,"L,3-6",
"April 3, 1987 (Friday)",,Home,Lawrence,"Grinnell, IA",,,"W,6-3",
"April 4, 1987 (Saturday)",,Home,Knox,"Grinnell, IA",,,"L,4-5",
"April 4, 1987 (Saturday)",,Home,Ripon,"Grinnell, IA",,,"L,1-8",
"April 9, 1987 (Thursday)",,Away,Grand View,"Des Moines, IA",,,"L,3-6",
"April 16, 1987 (Thursday)",,Away,Drake,"Des Moines, IA",,,"W,7-2",
"April 18, 1987 (Saturday)",,Home,Northern Iowa,"Grinnell, IA",,,"L,0-9",
"April 23, 1987 (Thursday)",,Away,Cornell,"Mount Vernon, IA",,,"W,9-0",
"April 24, 1987 (Friday)",,Home,Coe,"Grinnell, IA",,,"W,7-2",
"April 25, 1987 (Saturday)",,Home,Central,"Grinnell, IA",,,"L,2-7",
"April 27, 1987 (Monday)",,Home,Drake,"Grinnell, IA",,,"W,7-2",
"May 1, 1987 (Friday)",,Away,Midwest Conference Tournament,"Lake Forest, IL",,,T4th/12 Teams,
