Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Warnock, Gavin",JR-3,13.45m,"44' 1.5""",Kip Janvrin Open,"Apr 25, 2013",0.0
,"Lentsch, Griffin",SR-4,12.97m,"42' 6.75""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013",0.2
