Player,Longest,Current
"Ruden, Nikolas",18,-
"Kelly, Ben",16,16
"Richardson, Sean",16,16
"McCain, Mac",13,-
"McCurdy, Nathan",13,13
"Goodson, Connor",13,2
"Tashjian, Sean",12,4
"Crawford, Ethan",12,-
"Borberg, Evan",11,11
"Flaherty, Michael",9,2
"Brown, Ian",8,1
"Fournier, Josh",7,1
"Chanis, Joe",7,-
"Hadding, Lucas",7,7
"Philpott, Cole",4,-
"Watts, Kelton",4,-
"Cash, Stuart",3,1
"Schwartz, Ben",2,1
"Stoll, Jack",1,-
"Rosen, Matthew",1,1
"Waters, Jackson",1,-
